q_id,q_status,q_date,ia_date,wd_date,on_date,entity,project_name,developer,utility,county_1,county_2,county_3,state,region,service,poi_name,prop_date,IA_status_raw,IA_status_clean,type_clean,type1,type2,type3,mw1,mw2,mw3
1528,active,2018-04-16,,,,CAISO,WINDY WASH SOLAR,,SCE,riverside,,,CA,CAISO,Energy Only,Devers Substation 220kV,2021-06-30,,Facility study,Solar,Solar,,,79.0,,
255,withdrawn,2007-08-23,,,,CAISO,RIDGECREST SOLAR II (FKA MOJAVE SOLAR PEAKING POWER),,SCE,kern,,,CA,CAISO,Full Capacity,Inyokern Substation,,,Facility Study,Other,Steam Turbine,,,250.0,,
617,withdrawn,2010-03-22,,2013-11-25,,CAISO,CROCKER SOLAR POWER - UNIT ONE,,PGAE,san joaquin,,,CA,CAISO,Energy Only,Tesla-Tracy 115kV,2012-06-01,,Facility Study,Solar,Solar,,,20.0,,
1982,withdrawn,2021-04-15,,,,CAISO,RESPIRE,,PGAE,kern,,,CA,CAISO,Full Capacity,MIDWAY-TUPMAN-RIO BRAVO-RENFRO 115 kV,,,Feasibility Study,Solar+Battery,Solar,Battery,,102.0,102.0,
1503,withdrawn,2018-04-16,,,,CAISO,PINTAIL ENERGY STORAGE,,PGAE,sonoma,,,CA,CAISO,Full Capacity,Lakeville 230kV,2021-06-30,,Feasibility Study,Battery,Battery,,,100.0,,
2139,active,2021-04-15,,,,CAISO,COMMERCE ENERGY STORAGE 3,,SCE,l.a,,,CA,CAISO,Full Capacity,Laguna Bell Substation 230 kV,2025-06-01,,Facility Study,Battery,Battery,,,256.0,,
614A,withdrawn,2010-03-04,,,,CAISO,FRV MOJAVE SOLAR,,SCE,kern,,,CA,CAISO,Full Capacity,Goldtown-Lancaster 66kV,2013-12-01,,Facility Study,Solar,Solar,,,20.0,,
977,withdrawn,2013-04-30,,,,CAISO,VENTURA CLEAN ENERGY,,SCE,ventura,,,CA,CAISO,Full Capacity,Santa Clara Substation 230kV bus,2019-06-01,,System Impact Study,Gas,Gas,,,778.0,,
182,withdrawn,2007-03-05,,,,CAISO,DESERT SAPPHIRE PV,,SCE,kern,,,CA,CAISO,,Windhub Substation,,,Feasibility Study,Solar,Solar,,,500.0,,
987,withdrawn,2013-04-30,,,,CAISO,PISMO SOLAR,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,SLO to Oceano 115kV line,2015-08-01,,Feasibility Study,Solar,Solar,,,20.0,,
1919,active,2021-04-15,,,,CAISO,SUNBEAM STORAGE,,PGAE,san mateo,,,CA,CAISO,Full Capacity,Cooley Landing 60 kV,,,Facility Study,Battery,Battery,,,101.0,,
1857,active,2021-04-15,,,,CAISO,BLITZ ENERGY STORAGE,,PGAE,sonoma,,,CA,CAISO,Full Capacity,Fulton 115 kV,2023-06-01,,Facility Study,Battery,Battery,,,214.0,,
2164,withdrawn,2021-04-15,,2022-11-16,,CAISO,PETREL STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Friars Substation 138 kV,,,Feasibility Study,Battery,Battery,,,51.0,,
954,operational,2013-04-30,2015-12-11,,,CAISO,FIFTH STANDARD SOLAR,,PGAE,fresno,,,CA,CAISO,Partial Capacity,Gates Substation 230 kV,2016-07-01,Executed,IA Executed,Solar+Battery,Solar,Battery,,150.0,117.0,
595,withdrawn,2010-02-01,,2010-11-19,,CAISO,BIO VERDE PV - KETTLEMAN 1,,PGAE,kings,,,CA,CAISO,Full Capacity,Henrietta - Tulare 70kV line,,,Feasibility Study,Solar,Solar,,,15.0,,
caiso_c15_44,active,2023-04-17,,,,CAISO,Soleado,,PGAE,fresno,,,CA,CAISO,,Schindler 115kV,2028-06-30,,In Progress (unknown study),Solar+Battery,Solar,Battery,,107.0,115.0,
85,withdrawn,2005-12-28,,,,CAISO,WINDSTAR I,,SCE,kern,,,CA,CAISO,,Segment 3 230 Collector Loop Tehachapi,,,System Impact Study,Wind,Wind,,,120.0,,
1045,active,2014-04-30,2021-03-02,,,CAISO,CHULA VISTA ENERGY CENTER 2,,SDGE,san diego,,,CA,CAISO,Energy Only,Otay Substation 69 kV,2019-11-01,Executed,IA Executed,Battery,Battery,,,50.0,,
1659,withdrawn,2019-04-15,,,,CAISO,PRIMAVERA STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,ECO 230kV,2023-12-01,,Feasibility Study,Battery,Battery,,,200.0,,
500,withdrawn,2009-07-31,,,,CAISO,COYOTE SPRINGS,,SCE,lincoln,,,NV,CAISO,Full Capacity,Eldorado Substation 500kV,2014-01-01,,Feasibility Study,Other,Steam Turbine,,,960.0,,
28,withdrawn,2004-02-25,,,,CAISO,S. F. ELECTRIC RELIABILITY GENERATING PLANT,,PGAE,san francisco,,,CA,CAISO,,Potrero 115 kV Sub,2006-12-01,Executed,IA Executed,Gas,Gas,,,145.0,,
2020,withdrawn,2021-04-15,,,,CAISO,RED STAR GRIZZLY OFFSHORE WIND,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Diablo Canyon Substation 500 kV,2028-04-13,,System Impact Study,Offshore Wind,Offshore Wind,,,1040.0,,
1377,withdrawn,2017-05-01,,,,CAISO,GOLDWICK SOLAR FARM,,PGAE,stanislaus,,,CA,CAISO,Full Capacity,Salado Substation 115kV,2020-10-01,,System Impact Study,Solar+Battery,Solar,Battery,,100.0,100.0,
438,withdrawn,2008-05-30,,2008-11-26,,CAISO,AVALON II,,SCE,kern,,,CA,CAISO,,Windhub Substation,,,Feasibility Study,Wind,Wind,,,500.0,,
230,withdrawn,2007-06-21,,,,CAISO,DESERT RUBY PV,,SCE,san bernardino,,,CA,CAISO,,Devers Substation,,,Feasibility Study,Solar,Solar,,,1000.0,,
151,withdrawn,2006-11-17,,2006-12-11,,CAISO,TRANSCANADA PEAKER,,SCE,san bernardino,,,CA,CAISO,,Chino Substation 230kV Line,2011-05-01,,Feasibility Study,Gas,Gas,,,510.0,,
1759,withdrawn,2020-04-15,,2023-12-21,,CAISO,ETERNAL PUMPED STORAGE,,SCE,riverside,,,CA,CAISO,Energy Only,Red Bluff Substation 500kV,2026-12-01,,Facility Study,Battery,Battery,,,1407.0,1400.0,
1508,withdrawn,2018-04-16,,,,CAISO,CORTES,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Chino Substation 230kV bus,2021-07-01,,System Impact Study,Battery,Battery,,,500.0,,
108A,withdrawn,2006-06-14,,2006-11-16,,CAISO,SAN LUIS OBISPO SOLAR I,,PGAE,kern,,,CA,CAISO,,Morro Bay - Midway 230kV line,2010-03-01,,Feasibility Study,Other,Steam Turbine,,,300.0,,
268,operational,2007-10-24,,,2012-05-31,CAISO,GWF TRACY,,PGAE,san joaquin,,,CA,CAISO,,Tesla-Manteca 115kV line via Schulte Switchyard,2012-06-01,Executed,IA Executed,Other,Steam Turbine,,,145.0,,
1804,withdrawn,2020-04-15,,,,CAISO,BOULDER OAKS HYBRID 2,,SDGE,san diego,,,CA,CAISO,Full Capacity,New Switchyard to loop the ECO-Miguel 500 kV Line,2023-12-01,,Feasibility Study,Wind+Battery,Wind,Battery,,206.0,205.0,
612,withdrawn,2010-02-19,,,,CAISO,THREE ROCKS SOLAR,,PGAE,fresno,,,CA,CAISO,Energy Only,Panoche-Schindler #2 115kV Line,2013-07-15,,Facility Study,Solar,Solar,,,13.0,,
1239,active,2016-05-02,,,,CAISO,MEDEIROS SOLAR,,PGAE,merced,,,CA,CAISO,Energy Only,Los Banos-O'Neil PGP 70 kV Line,2019-08-01,Executed,IA Executed,Solar,Solar,,,28.0,,
1190,withdrawn,2015-04-30,,,,CAISO,TITAN SOLAR,,SDGE,maricopa,,,AZ,CAISO,Full Capacity,Hassayampa 500 kV Substation,2020-09-30,,Feasibility Study,Other,Steam Turbine,,,300.0,,
caiso_c15_417,active,2023-04-17,,,,CAISO,Taurus Energy Storage,,PGAE,kern,,,CA,CAISO,,Wheeler Junction 230kV,,,In Progress (unknown study),Battery,Battery,,,202.0,,
caiso_c15_15,active,2023-04-17,,,,CAISO,Zoroaster,,PGAE,san mateo,,,CA,CAISO,,Cooley Landing - Ravenswood Line 115kV,2027-12-01,,In Progress (unknown study),Battery,Battery,,,378.0,,
219,withdrawn,2007-05-23,,,,CAISO,SONORAN,,SCE,riverside,,,CA,CAISO,,Colorado River Substation 500kV bus,2012-06-01,Executed,IA Executed,Solar,Solar,,,50.0,,
1234,withdrawn,2016-05-02,,,,CAISO,HONEYBEE SOLAR,,PGAE,fresno,,,CA,CAISO,Full Capacity,New 115kV Switching Station on the Panoche - Schindler 115kV #1 line,2020-09-04,,Feasibility Study,Solar,Solar,,,50.0,,
764,withdrawn,2011-03-31,,,,CAISO,SANTA CATARINA WIND,,SDGE,ensenada,,,MX,CAISO,Full Capacity,Imperial Valley Substation 500kV Bus,,,Feasibility Study,Wind,Wind,,,508.0,,
caiso_c15_507,active,2023-04-17,,,,CAISO,Gibson,,PGAE,merced,,,CA,CAISO,,Dos Amigos - Panoche 230kV,,,In Progress (unknown study),Battery,Battery,,,152.0,,
caiso_c15_264,active,2023-04-17,,,,CAISO,Silver Storage,,SCE,clark,,,NV,CAISO,,Mohave 500kV,2028-05-01,,In Progress (unknown study),Battery,Battery,,,358.0,,
caiso_c15_115,active,2023-04-17,,,,CAISO,Taurus Wind,,DSLK,lincoln,,,ID,CAISO,,Harry Allen - El Dorado 500kV,,,In Progress (unknown study),Wind+Battery,Wind,Battery,,1087.0,1064.0,
602,operational,2010-02-01,2011-12-14,,,CAISO,CATALINA SOLAR,,SCE,kern,,,CA,CAISO,Full Capacity,Whirlwind Substation 230kV,2013-07-01,Executed,IA Executed,Solar,Solar,,,145.0,,
15,withdrawn,2003-01-17,,,,CAISO,ARGONAUT WIND PROJECT,,SCE,san bernardino,,,CA,CAISO,,Mountain Pass,2004-09-01,,Facility Study,Wind,Wind,,,50.0,,
158,withdrawn,2006-12-15,,2008-11-26,,CAISO,ALTA 9,,SCE,kern,,,CA,CAISO,,66kV Rosamond-Delsur line,,,Feasibility Study,Wind,Wind,,,100.0,,
1761,active,2020-04-15,,,,CAISO,GRACE ENERGY CENTER,,SCE,riverside,,,CA,CAISO,Energy Only,Colorado River Substation 230kV,,Executed,IA Executed,Solar+Battery,Solar,Battery,,509.0,509.0,
71,withdrawn,2005-06-15,,,,CAISO,RELIANT ENERGY BIGHORN,,SCE,clark,,,NV,CAISO,,Eldorado 500/230kV Substation,2007-02-28,,Feasibility Study,Gas,Gas,,,591.0,,
2107,withdrawn,2021-04-15,,2022-11-23,,CAISO,SUMMIT HYBRID,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Kramer-Victor #1 230 kV line,2025-06-01,,Feasibility Study,Solar+Battery,Solar,Battery,,206.0,206.0,
1679,operational,2020-04-14,,,2021-03-30,CAISO,POINT WIND FAST TRACK,,SCE,kern,,,CA,CAISO,Energy Only,Vincent Sub,2020-11-01,Executed,IA Executed,Wind,Wind,,,1.6,,
1466,withdrawn,2018-04-16,,,,CAISO,TIERRA BUENA ENERGY CENTER,,PGAE,sutter,,,CA,CAISO,Full Capacity,Pease 60kV,2021-09-01,,System Impact Study,Battery,Battery,,,74.0,,
509,operational,2009-07-31,2010-03-11,,,CAISO,EL CAJON ENERGY CENTER,,SDGE,san diego,,,CA,CAISO,Full Capacity,El Cajon Substation 69 kV,2010-06-15,Executed,IA Executed,Gas,Gas,,,50.0,,
618,withdrawn,2010-04-01,,2010-12-27,,CAISO,SKUNK HOLLOW SPGS1,,PGAE,fresno,,,CA,CAISO,Energy Only,Coalinga-Mendota Road 69kV,2012-08-01,,Feasibility Study,Solar,Solar,,,20.0,,
516,withdrawn,2009-08-21,,,,CAISO,FRV PEGASUS SOLAR PROJECT,,SDGE,san diego,,,CA,CAISO,Energy Only,Borrego Substation 69kV,2011-01-01,,Feasibility Study,Solar,Solar,,,20.0,,
caiso_c15_66,active,2023-04-17,,,,CAISO,Calypso Solar 2,,SCE,riverside,,,CA,CAISO,,Colorado River 230kV,2027-10-01,,In Progress (unknown study),Solar+Battery,Solar,Battery,,417.0,414.0,
1054,withdrawn,2014-04-30,,,,CAISO,MIGUEL ENERGY STORAGE,,SDGE,san diego,,,CA,CAISO,Full Capacity,Miguel Substation 230kV,,,Feasibility Study,Battery,Battery,,,150.0,,
2089,active,2021-04-15,,,,CAISO,GREASEWOOD ENERGY STORAGE,,SCE,kern,,,CA,CAISO,Full Capacity,Whirlwind Substation 500 kV,2025-06-01,,Facility Study,Battery,Battery,,,513.0,,
1464,withdrawn,2018-04-16,,,,CAISO,STAR GL STORAGE 2,,PGAE,sutter,,,CA,CAISO,Full Capacity,Greenleaf #1 Tap 115 kV,2021-12-01,,Feasibility Study,Battery,Battery,,,46.0,,
1868,withdrawn,2021-04-15,,,,CAISO,COPERNICUS,,PGAE,,,,CA,CAISO,Full Capacity,Coburn Substation 230 kV,2024-11-01,,Feasibility Study,Solar+Battery,Solar,Battery,,153.0,153.0,
1066,withdrawn,2014-04-30,,,,CAISO,ROADRUNNER,,VEA,nye,,,NV,CAISO,Energy Only,Vista Substation 138kV,2016-11-01,,Facility Study,Solar,Solar,,,50.0,,
1610,withdrawn,2019-04-15,,,,CAISO,SUPERBA STORAGE 1,,SCE,orange,,,CA,CAISO,Full Capacity,Johanna Substation 230 kV,2021-12-01,,System Impact Study,Battery,Battery,,,305.0,,
caiso_c15_494,active,2023-04-17,,,,CAISO,Lagoonez,,SCE,los angeles,,,CA,CAISO,,Laguna Bell 230kV,,,In Progress (unknown study),Battery,Battery,,,1000.0,,
caiso_c15_259,active,2023-04-17,,,,CAISO,Canela Energy Storage,,PGAE,solano,,,CA,CAISO,,Peabody 230kV,2027-09-15,,In Progress (unknown study),Battery,Battery,,,200.0,,
caiso_c15_199,active,2023-04-17,,,,CAISO,Coyote Ranch Energy Storage,,PGAE,santa clara,,,CA,CAISO,,Metcalf 500kV,2028-06-01,,In Progress (unknown study),Battery,Battery,,,1190.0,,
2105,active,2021-04-15,,,,CAISO,CONDUIT ENERGY STORAGE,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Lugo Substation 500 kV,2025-06-01,,Facility Study,Battery,Battery,,,513.0,,
1592,withdrawn,2019-04-15,,,,CAISO,OATFIELD HYBRID SOLAR,,PGAE,kings,,,CA,CAISO,Full Capacity,Gates-Templeton 230 kV,,,System Impact Study,Solar+Battery,Solar,Battery,,500.0,500.0,
caiso_c15_348,active,2023-04-17,,,,CAISO,Solstice D,,LSPC,fresno,,,CA,CAISO,,Manning 230kV,2028-05-01,,In Progress (unknown study),Battery,Battery,,,1174.0,,
319,withdrawn,2008-03-11,,,,CAISO,PV GOLDTOWN-CORUM,,SCE,los angeles,,,CA,CAISO,,Corum-Goldtown 66kV line,2009-05-01,,Feasibility Study,Solar,Solar,,,100.0,,
1498,withdrawn,2018-04-16,,,,CAISO,HOOD 1,,PGAE,tulare,,,CA,CAISO,Full Capacity,Olive Switching Substation 115kV,,,System Impact Study,Solar,Solar,,,110.0,,
1658,withdrawn,2019-04-15,,,,CAISO,CARDINAL STORAGE,,SDGE,imperial,,,CA,CAISO,Energy Only,Imperial Valley Substation 230kV,2023-06-30,,Facility Study,Battery,Battery,,,200.0,,
caiso_c15_235,active,2023-04-17,,,,CAISO,Parachute,,SDGE,san diego,,,CA,CAISO,,Otay Mesa 230kV,2028-06-01,,In Progress (unknown study),Battery,Battery,,,313.0,,
caiso_c15_232,active,2023-04-17,,,,CAISO,Fresa,,PGAE,san luis obispo,,,CA,CAISO,,Mesa 230kV,2027-12-01,,In Progress (unknown study),Battery,Battery,,,515.0,,
1492,withdrawn,2018-04-16,,,,CAISO,WINDCHARGER ESS,,PGAE,solano,,,CA,CAISO,Full Capacity,Birds Landing Substation 230kV,2021-12-01,,Facility Study,Battery,Battery,,,150.0,,
2066,active,2021-04-15,,,,CAISO,DRIFTER ENERGY STORAGE,,SCE,ventura,,,CA,CAISO,Full Capacity,Moorpark Substation 230 kV,2024-08-01,,Facility Study,Battery,Battery,,,505.0,,
798,withdrawn,2011-03-31,,,,CAISO,SP BLYTHE 1,,SCE,riverside,,,CA,CAISO,Energy Only,Colorado River Substation 230kV,,,Facility Study,Solar,Solar,,,221.0,,
884,withdrawn,2012-04-02,,,,CAISO,SANDY VALLEY SOLAR PROJECT,,VEA,nye,,,NV,CAISO,Full Capacity,Crazy Eyes Subsation 230kV,,,Feasibility Study,Solar,Solar,,,250.0,,
485,withdrawn,2009-06-18,,,,CAISO,FULL CIRCLE,,SCE,kern,,,CA,CAISO,Full Capacity,Winhub 230 KV via Highwind 66 KV,,,Feasibility Study,Wind,Wind,,,20.0,,
191,withdrawn,2007-04-02,,,,CAISO,CPV CALIFORNIA III,,SDGE,san diego,,,CA,CAISO,,Penasquistos Old Town 230kV transmission line,2010-03-01,,Feasibility Study,Gas,Gas,,,315.0,,
1369,withdrawn,2017-05-01,,,,CAISO,AMERICAN KINGS 10,,PGAE,fresno,,,CA,CAISO,Full Capacity,Mustang Switching Station 230kV,2021-09-01,,System Impact Study,Solar,Solar,,,156.0,,
647,withdrawn,2010-08-25,,,,CAISO,ENRICO MATSON 2,,PGAE,fresno,,,CA,CAISO,Full Capacity,Panoche - Oro Loma 115 KV,2012-04-01,,Facility Study,Solar,Solar,,,20.0,,
300,withdrawn,2008-02-04,,,,CAISO,HYDROGEN ENERGY CALIFORNIA,,PGAE,kern,,,CA,CAISO,Full Capacity,Midway-Wheeler Ridge #1 and #2 230kV line,2014-09-01,,Facility Study,Gas,Gas,,,400.0,,
407,operational,2008-05-30,2011-11-08,,2015-06-08,CAISO,SOLAR STAR 1,,SCE,kern,,,CA,CAISO,Full Capacity,Cottonwind-Whirlwind 230kV line,2012-07-01,Executed,IA Executed,Solar,Solar,,,310.0,,
29,withdrawn,2004-03-29,,,,CAISO,GEYSERS WIND PROJECT,,PGAE,lake,sonoma,,CA,CAISO,,Collector Sub at Geysers #17 Fulton 230 kV line,2006-12-01,In Progress,System Impact Study,Wind,Wind,,,201.0,,
653F,active,2010-10-13,2014-03-28,,,CAISO,APPARENT FIRST HYBRID,,PGAE,yolo,,,CA,CAISO,Energy Only,Woodland-Davis 115 kV Line,2012-05-01,Executed,IA Executed,Solar+Battery,Solar,Battery,,12.0,12.0,
791,withdrawn,2011-03-31,,,,CAISO,WILDFLOWER GREEN ENERGY FARM- SOLAR,,SCE,los angeles,,,CA,CAISO,Full Capacity,Antelope Substation 220kV Bus,2013-07-31,,Feasibility Study,Solar,Solar,,,150.0,,
1046,withdrawn,2014-04-30,,,,CAISO,ECO ENERGY STORAGE CENTER,,SDGE,san diego,,,CA,CAISO,Full Capacity,East County Substation 138kV,,,Feasibility Study,Battery,Battery,,,10.0,,
1211,active,2015-04-30,2017-11-07,,,CAISO,ROSAMOND SOUTH EAST,,SCE,kern,,,CA,CAISO,Partial Capacity,Whirlwind Substation 230kV,2018-06-30,Executed,IA Executed,Solar+Battery,Solar,Battery,,102.0,94.0,
291,withdrawn,2007-12-27,,2008-11-20,,CAISO,MESQUITE LAKE,,SCE,san bernardino,,,CA,CAISO,,Ivanpah Substation 230kV,2015-06-01,,Feasibility Study,Other,Steam Turbine,,,250.0,,
842,withdrawn,2011-03-31,,,,CAISO,JASPER SEGS (FKA SONORAN WEST II),,SCE,san bernardino,,,CA,CAISO,Full Capacity,Jasper Substation 220kV,2016-01-01,,System Impact Study,Other,Steam Turbine,,,540.0,,
1481,withdrawn,2018-04-16,,,,CAISO,KINGSTON ENERGY STORAGE,,PGAE,madera,,,CA,CAISO,Full Capacity,Borden Substation 70kV,2021-07-09,,Feasibility Study,Battery,Battery,,,51.0,,
1894,active,2021-04-15,,,,CAISO,ADA ENERGY STORAGE,,PGAE,santa clara,,,CA,CAISO,Full Capacity,Monta Vista 230 kV,2024-08-01,,Facility Study,Battery,Battery,,,505.0,,
1902,withdrawn,2021-04-15,,,,CAISO,TOLEDO STORAGE,,PGAE,contra costa,,,CA,CAISO,Full Capacity,Contra Costa Substation 230 kV,2025-10-01,,System Impact Study,Battery,Battery,,,213.0,,
606,operational,2010-02-01,,,2012-05-31,CAISO,GWF TRACY - ADDITIONAL CAPACITY,,PGAE,san joaquin,,,CA,CAISO,Full Capacity,Schulte Switching Station 115kV bus,2012-06-01,Executed,IA Executed,Gas,Gas,,,20.0,,
1297,withdrawn,2016-05-02,,,,CAISO,QUARTZ 9,,SCE,riverside,,,CA,CAISO,Full Capacity,Colorado River 230 kV SUB,,,Feasibility Study,Solar,Solar,,,153.0,,
caiso_c15_53,active,2023-04-17,,,,CAISO,Van Kleef,,PGAE,stockton,,,CA,CAISO,,Pease 115kV,2026-03-31,,In Progress (unknown study),Gas+Battery,Gas,Battery,,90.0,90.0,
292,withdrawn,2007-12-27,,,,CAISO,FREEMAN JUNCTION SOLAR PROJECT,,SCE,kern,,,CA,CAISO,,SCE portion of Kramer BLM West 230kV line,2014-06-01,,Feasibility Study,Other,Steam Turbine,,,250.0,,
1585,withdrawn,2019-04-15,,,,CAISO,STORM,,PGAE,kern,,,CA,CAISO,Full Capacity,Olive SW Station-Smyrna 115kV,2021-07-31,,Feasibility Study,Solar,Solar,,,51.0,,
1479,active,2018-04-16,,,,CAISO,KEY STORAGE 1,,PGAE,fresno,,,CA,CAISO,Full Capacity,Gates 500 kV,2022-12-01,Executed,IA Executed,Battery,Battery,,,309.0,,
768,active,2011-03-31,2014-09-10,,,CAISO,BIG SKY SOLAR,,SCE,los angeles,,,CA,CAISO,Partial Capacity,Antelope Substation 230kV bus,,Executed,IA Executed,Solar+Battery,Solar,Battery,,320.0,163.0,
1478,withdrawn,2018-04-16,,,,CAISO,HUDSON SOLAR 2,,PGAE,fresno,,,CA,CAISO,Energy Only,Panoche Substation 115kV,2022-06-30,,System Impact Study,Solar+Battery,Solar,Battery,,102.0,102.0,
1749,active,2020-04-15,,,,CAISO,WHALE ROCK ENERGY,,PGAE,san luis obispo,,,CA,CAISO,Energy Only,Caliente 230 kV,,In Progress,Facility study,Solar+Wind+Battery,Solar,Wind,Battery,101.0,210.0,54.0
1476,withdrawn,2018-04-16,,,,CAISO,GREEN MEZZO,,PGAE,solano,,,CA,CAISO,Full Capacity,Birds Landing Switchyard 230kV,2022-12-01,,Feasibility Study,Battery,Battery,,,204.0,,
1678,active,2020-04-15,,,,CAISO,HARQUAHALA SUNRISE,,DCRT,maricopa,,,AZ,CAISO,Energy Only,Delaney Substation 500 kV,2022-04-01,,Facility study,Solar+Battery,Solar,Battery,,309.0,309.0,
1285,withdrawn,2016-05-02,,,,CAISO,BLUE WING RANCH SOLAR,,SDGE,yuma,,,AZ,CAISO,Full Capacity,Hoodoo Wash Switchyard 500 kV,,,Feasibility Study,Solar,Solar,,,205.0,,
657A,withdrawn,2010-11-15,,,,CAISO,SIERRA VIEW SOLAR IV,,SCE,los angeles,,,CA,CAISO,Full Capacity,Antelope-Neenach 66kV,2013-12-01,,Feasibility Study,Solar,Solar,,,20.0,,
276,withdrawn,2007-11-09,,2008-11-18,,CAISO,ANTIOCH GENERATING STATION,,PGAE,contra costa,,,CA,CAISO,,Contra Costa Substation,2012-01-15,,Feasibility Study,Gas,Gas,,,650.0,,
1770,withdrawn,2020-04-15,,,,CAISO,SWAN ESS,,SCE,san bernardino,,,CA,CAISO,Full Capacity,Mira Loma Substation 230kV,2025-12-01,,System Impact Study,Battery,Battery,,,300.0,,
1470,active,2018-04-16,,,,CAISO,CABALLERO STORAGE,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Mesa 230 kV,2021-12-01,Executed,IA Executed,Battery,Battery,,,106.0,,
385,withdrawn,2008-05-29,,,,CAISO,CADIZ EAST,,SCE,san bernardino,,,CA,CAISO,,Lugo-Mojave 500kV Line,2011-02-01,,Feasibility Study,Other,Steam Turbine,,,600.0,,
1907,withdrawn,2021-04-15,,,,CAISO,CROW CREEK BATTERY 1,,PGAE,stanislaus,,,CA,CAISO,Full Capacity,Crow Creek Switching Station 60 kV,2024-05-01,,Feasibility Study,Battery,Battery,,,22.0,,
295,withdrawn,2008-01-17,,,,CAISO,TROY LAKE SOLEIL,,SCE,san bernardino,,,CA,CAISO,,Pisgah Substation 220kV,,,Feasibility Study,Other,Steam Turbine,,,300.0,,
570,withdrawn,2010-02-01,,,,CAISO,PARADISE PEAK WIND POWER PROJECT,,PGAE,shasta,trinity,,CA,CAISO,Full Capacity,Trinity-Cottonwood 115 kV Line,,,Feasibility Study,Wind,Wind,,,102.0,,
caiso_c15_403,active,2023-04-17,,,,CAISO,Summit Valley Energy Storage,,SCE,san bernardino,,,CA,CAISO,,Lugo 500kV,2026-04-01,,In Progress (unknown study),Battery,Battery,,,519.0,,
caiso_c15_9,active,2023-04-17,,,,CAISO,Boulevardier,,SDGE,san diego,,,CA,CAISO,,Boulevard East 138kV,2026-03-31,,In Progress (unknown study),Gas+Battery,Gas,Battery,,348.0,348.0,
1647,active,2019-04-15,,,,CAISO,ANGORA SOLAR FARM,,SCE,clark,,,NV,CAISO,Full Capacity,Mohave Substation 500kV,2022-10-01,,Facility study,Solar+Battery,Solar,Battery,,700.0,700.0,
caiso_c15_456,active,2023-04-17,,,,CAISO,Lechon,,SDGE,san diego,,,CA,CAISO,,Telegraph Canyon 138 kV,2027-10-01,,In Progress (unknown study),Battery,Battery,,,102.0,,
174,withdrawn,2007-02-16,,,,CAISO,PAINTED HILLS II,,SCE,riverside,,,CA,CAISO,,Devers-Venwind 115kV line,2008-12-01,,Feasibility Study,Wind,Wind,,,30.0,,
428,withdrawn,2008-05-30,,2008-11-26,,CAISO,DC SOLAR ENERGY,,SCE,san bernardino,,,CA,CAISO,,Eagle Mountain Substation,2014-07-01,,Feasibility Study,Other,Steam Turbine,,,250.0,,
caiso_c15_531,active,2023-04-17,,,,CAISO,Summiy Valley,,SCE,san bernardino,,,CA,CAISO,,Lugo 500kV,2027-12-01,,In Progress (unknown study),Battery,Battery,,,515.0,,
1445,withdrawn,2018-04-16,,,,CAISO,BLACK DIAMOND ENERGY STORAGE 2,,PGAE,contra costa,,,CA,CAISO,Full Capacity,Pittsburg 230kV,2021-05-01,,Feasibility Study,Battery,Battery,,,200.0,,
643AK,withdrawn,2010-07-31,,,,CAISO,TERRA GEN DIXIE VALLEY EXPANSION,,SCE,churchill,,,NV,CAISO,Full Capacity,Control Sub 115 kV Bus,,,Feasibility Study,Other,Steam Turbine,,,5.6,,
324,withdrawn,2008-03-27,,,,CAISO,PV COOLWATER-DUNN SIDING,,SCE,san bernardino,,,CA,CAISO,,Eldorado Baker Cool Water Dunn Siding Mountain Pass 115kV line,2009-05-01,,Feasibility Study,Solar,Solar,,,250.0,,
1732,withdrawn,2020-04-15,,,,CAISO,BLACK BEAR ENERGY STORAGE 2,,PGAE,san luis obispo,,,CA,CAISO,Full Capacity,Mesa Substation 230kV,2023-02-01,,System Impact Study,Battery,Battery,,,102.0,,
1714,withdrawn,2020-04-15,,,,CAISO,COMAL FLATS 1,,PGAE,fresno,,,CA,CAISO,Full Capacity,Gates Substation 230kV,2024-09-30,,System Impact Study,Solar+Battery,Solar,Battery,,203.0,203.0,
1049,withdrawn,2014-04-30,,,,CAISO,HAWKWIND,,SDGE,san diego,,,CA,CAISO,Full Capacity,ECO Substation 138kV,2016-11-01,,Feasibility Study,Solar,Solar,,,20.0,,
1842,active,2021-04-15,,,,CAISO,TOLENAS,,PGAE,solano,,,CA,CAISO,Full Capacity,Lambie 230 kV,2026-06-01,,Facility Study,Battery,Battery,,,417.0,,
1951,withdrawn,2021-04-15,,,,CAISO,EXCELSIOR BATTERY 1,,PGAE,fresno,,,CA,CAISO,Full Capacity,Excelsior Switching Station 115 kV,2024-05-01,,System Impact Study,Battery,Battery,,,62.0,,
