q_id,q_status,q_date,ia_date,wd_date,on_date,county_1,type_clean,type1,type2,type3,mw1,mw2,mw3
1639,WITHDRAWN,2019-04-15 07:00:00,,2019-07-10 07:00:00,,RIVERSIDE,,Storage,,,100.98,,
1623,WITHDRAWN,2019-04-15 07:00:00,,2019-07-15 07:00:00,,TULARE,,Storage,Photovoltaic,,150.0,300.0,
1640,WITHDRAWN,2019-04-15 07:00:00,,2020-04-14 07:00:00,,RIVERSIDE,,Photovoltaic,Storage,,514.35,514.35,
1648,WITHDRAWN,2019-04-15 07:00:00,,2020-03-04 08:00:00,,CLARK,,Photovoltaic,Storage,,400.0,200.0,
1651,WITHDRAWN,2019-04-15 07:00:00,,2019-07-24 07:00:00,,CLARK,,Storage,Photovoltaic,,51.15,102.3,
1652,WITHDRAWN,2019-04-15 07:00:00,,2019-07-24 07:00:00,,CLARK,,Storage,Photovoltaic,,51.15,102.3,
1565,ACTIVE,2019-04-15 07:00:00,,,,NAPA,,Photovoltaic,,,24.5,,
1656,WITHDRAWN,2019-04-15 07:00:00,,2021-05-19 07:00:00,,SAN DIEGO,,Storage,,,200.0,,
1658,WITHDRAWN,2019-04-15 07:00:00,,2022-04-18 07:00:00,,IMPERIAL,,Storage,,,200.0,,
1659,WITHDRAWN,2019-04-15 07:00:00,,2019-07-15 07:00:00,,SAN DIEGO,,Storage,,,200.0,,
1661,WITHDRAWN,2019-04-15 07:00:00,,2024-03-14 07:00:00,,BAJA CALIFORNIA,,Wind Turbine,,,300.0,,
1666,WITHDRAWN,2019-04-15 07:00:00,,2020-03-04 08:00:00,,IMPERIAL,,Storage,Photovoltaic,,210.6,421.2,
1668,WITHDRAWN,2019-04-15 07:00:00,,2020-04-28 07:00:00,,SAN DIEGO,,Storage,,,51.0,,
1672,WITHDRAWN,2019-04-15 07:00:00,,2020-04-13 07:00:00,,SAN DIEGO,,Wind Turbine,Storage,,205.8,205.0,
1644,WITHDRAWN,2019-04-15 07:00:00,,2020-04-13 07:00:00,,SAN BERNARDINO,,Storage,,,308.1,,
1674,WITHDRAWN,2019-04-15 07:00:00,,2020-04-24 07:00:00,,SAN DIEGO,,Storage,,,500.0,,
1622,WITHDRAWN,2019-04-15 07:00:00,,2020-02-27 08:00:00,,TULARE,,Storage,Photovoltaic,,64.17,244.26,
1620,WITHDRAWN,2019-04-15 07:00:00,,2020-03-11 07:00:00,,TULARE,,Photovoltaic,Storage,,102.04,51.56,
1588,WITHDRAWN,2019-04-15 07:00:00,,2019-07-18 07:00:00,,SAN LUIS OBISPO,,Wind Turbine,,,1187.5,,
1589,WITHDRAWN,2019-04-15 07:00:00,,2019-07-18 07:00:00,,SAN LUIS OBISPO,,Storage,Wind Turbine,,319.35,1568.0,
1590,WITHDRAWN,2019-04-15 07:00:00,,2020-02-10 08:00:00,,SAN LUIS OBISPO,,Wind Turbine,Storage,,1568.0,319.35,
1591,WITHDRAWN,2019-04-15 07:00:00,,2023-08-30 07:00:00,,KERN,,Photovoltaic,Storage,,55.9,21.8,
1592,WITHDRAWN,2019-04-15 07:00:00,,2020-03-13 07:00:00,,KINGS,,Photovoltaic,Storage,,500.0,500.0,
1594,WITHDRAWN,2019-04-15 07:00:00,,2022-06-06 07:00:00,,KINGS,,Storage,Photovoltaic,,250.0,254.0,
1595,WITHDRAWN,2019-04-15 07:00:00,,2020-03-12 07:00:00,,KERN,,Photovoltaic,,,358.875,,
1597,WITHDRAWN,2019-04-15 07:00:00,,2020-03-02 08:00:00,,KERN,,Photovoltaic,,,139.7,,
1598,WITHDRAWN,2019-04-15 07:00:00,,2020-02-21 08:00:00,,SAN LUIS OBISPO,,Wind Turbine,,,403.2,,
1599,WITHDRAWN,2019-04-15 07:00:00,,2020-04-01 07:00:00,,SAN LUIS OBISPO,,Wind Turbine,,,627.0,,
1600,WITHDRAWN,2019-04-15 07:00:00,,2020-02-10 08:00:00,,SAN LUIS OBISPO,,Storage,Wind Turbine,,319.35,1568.0,
1621,WITHDRAWN,2019-04-15 07:00:00,,2020-03-06 08:00:00,,TULARE,,Photovoltaic,Storage,,200.0,200.0,
1601,WITHDRAWN,2019-04-15 07:00:00,,2020-03-13 07:00:00,,MARICOPA,,Photovoltaic,Storage,,202.5,202.5,
1603,WITHDRAWN,2019-04-15 07:00:00,,2020-03-04 08:00:00,,KERN,,Storage,Photovoltaic,,202.98,202.998,
1605,WITHDRAWN,2019-04-15 07:00:00,,2020-02-26 08:00:00,,LOS ANGELES,,Storage,,,102.1,,
1606,WITHDRAWN,2019-04-15 07:00:00,,2019-07-17 07:00:00,,ORANGE,,Storage,,,203.41,,
1607,WITHDRAWN,2019-04-15 07:00:00,,2019-07-18 07:00:00,,SAN BERNARDINO,,Storage,,,250.0,,
1609,WITHDRAWN,2019-04-15 07:00:00,,2020-04-13 07:00:00,,LOS ANGELES,,Storage,,,308.102,,
1610,WITHDRAWN,2019-04-15 07:00:00,,2020-04-29 07:00:00,,ORANGE,,Storage,,,305.0,,
1612,WITHDRAWN,2019-04-15 07:00:00,,2021-11-17 08:00:00,,LOS ANGELES,,Storage,,,200.0,,
1613,WITHDRAWN,2019-04-15 07:00:00,,2020-02-27 08:00:00,,LOS ANGELES,,Storage,,,433.752,,
1614,WITHDRAWN,2019-04-15 07:00:00,,2019-07-15 07:00:00,,ORANGE,,Storage,,,200.0,,
1616,WITHDRAWN,2019-04-15 07:00:00,,2020-02-27 08:00:00,,KERN,,Storage,Wind Turbine,Photovoltaic,28.38,64.8,51.75
1618,WITHDRAWN,2019-04-15 07:00:00,,2020-03-04 08:00:00,,KERN,,Storage,Photovoltaic,,202.998,202.998,
1602,WITHDRAWN,2019-04-15 07:00:00,,2019-07-19 07:00:00,,KERN,,Storage,Photovoltaic,Wind Turbine,151.6,152.4,168.0
1676,WITHDRAWN,2019-04-15 07:00:00,,2019-07-15 07:00:00,,SAN DIEGO,,Storage,,,50.0,,
1653,WITHDRAWN,2019-04-15 07:00:00,,2020-03-12 07:00:00,,CLARK,,Storage,Photovoltaic,,118.56,459.54,
1645,ACTIVE,2019-04-15 07:00:00,,,,RIVERSIDE,,Storage,,,680.0,,
1665,ACTIVE,2019-04-15 07:00:00,,,,IMPERIAL,,Storage,Photovoltaic,,360.0,360.0,
1664,ACTIVE,2019-04-15 07:00:00,,,,SONORA,,Storage,,,500.0,,
1663,ACTIVE,2019-04-15 07:00:00,,,,YUMA,,Storage,Photovoltaic,,450.0,459.54,
1662,ACTIVE,2019-04-15 07:00:00,,,,SAN DIEGO,,Storage,,,50.774,,
1660,ACTIVE,2019-04-15 07:00:00,,,,TECATE,,Wind Turbine,,,352.5,,
1657,ACTIVE,2019-04-15 07:00:00,,,,ORANGE,,Storage,,,200.0,,
1654,ACTIVE,2019-04-15 07:00:00,,,,CLARK,,Photovoltaic,Storage,,261.954,254.98,
1650,ACTIVE,2019-04-15 07:00:00,,,,NYE,,Photovoltaic,Storage,,204.0,200.0,
1649,ACTIVE,2019-04-15 07:00:00,,,,CLARK/NYE,,Storage,Photovoltaic,,300.0,300.0,
1647,ACTIVE,2019-04-15 07:00:00,,,,CLARK,,Storage,Photovoltaic,,700.0,700.0,
1646,ACTIVE,2019-04-15 07:00:00,,,,RIVERSIDE,,Storage,,,507.6,,
1667,ACTIVE,2019-04-15 07:00:00,,,,IMPERIAL,,Photovoltaic,Storage,,0.0,150.0,
1643,ACTIVE,2019-04-15 07:00:00,,,,RIVERSIDE,,Photovoltaic,Storage,,400.0,400.0,
1636,ACTIVE,2019-04-15 07:00:00,,,,RIVERSIDE,,Storage,Photovoltaic,,400.0,400.0,
1632,ACTIVE,2019-04-15 07:00:00,,,,KERN,,Storage,Photovoltaic,,671.55,778.5456,
1631,ACTIVE,2019-04-15 07:00:00,,,,KERN,,Storage,Photovoltaic,,500.0,500.0,
1629,ACTIVE,2019-04-15 07:00:00,,,,LOS ANGELES,,Storage,,,305.0,,
1625,ACTIVE,2019-04-15 07:00:00,,,,LOS ANGELES,,Storage,Photovoltaic,,1150.0,1150.0,
1619,ACTIVE,2019-04-15 07:00:00,,,,VENTURA,,Storage,,,500.0,,
1617,ACTIVE,2019-04-15 07:00:00,,,,SAN BERNARDINO,,Storage,Photovoltaic,,59.7,105.0,
1615,ACTIVE,2019-04-15 07:00:00,,,,LOS ANGELES,,Storage,,,200.0,,
1611,ACTIVE,2019-04-15 07:00:00,,,,LOS ANGELES,,Storage,,,250.0,,
1608,ACTIVE,2019-04-15 07:00:00,,,,LOS ANGELES,,Storage,,,200.0,,
1604,ACTIVE,2019-04-15 07:00:00,,,,KERN,,Storage,Photovoltaic,,200.0,200.0,
1642,ACTIVE,2019-04-15 07:00:00,,,,RIVERSIDE,,Storage,Photovoltaic,,518.4,518.4,
1596,ACTIVE,2019-04-15 07:00:00,,,,KERN,,Storage,Photovoltaic,,818.0,818.0,
1669,ACTIVE,2019-04-15 07:00:00,,,,SAN DIEGO,,Storage,,,100.0,,
1673,ACTIVE,2019-04-15 07:00:00,,,,SAN DIEGO,,Storage,,,300.0,,
1593,ACTIVE,2019-04-15 07:00:00,,,,KINGS,,Storage,Photovoltaic,,500.0,500.0,
1587,ACTIVE,2019-04-15 07:00:00,,,,KERN,,Storage,Photovoltaic,,101.78,101.78,
1671,ACTIVE,2019-04-15 07:00:00,,,,SAN DIEGO,,Storage,,,26.6,,
1539,ACTIVE,2019-05-07 07:00:00,,,,MONTEREY,,Storage,,,782.79,,
1540,COMPLETED,2019-05-07 07:00:00,,,2023-06-02 07:00:00,MONTEREY,,Storage,,,365.0,,
1677,WITHDRAWN,2020-04-01 07:00:00,,2020-11-06 08:00:00,,KERN,,Cogeneration,,,60.0,,
1679,COMPLETED,2020-04-14 07:00:00,,,2021-03-30 07:00:00,KERN,,Wind Turbine,,,1.62,,
1776,ACTIVE,2020-04-15 07:00:00,,,,SAN BERNARDINO,,Wind Turbine,Photovoltaic,Storage,212.18,206.59,204.16
1820,ACTIVE,2020-04-15 07:00:00,,,,SAN DIEGO,,Storage,,,52.0,,
1779,ACTIVE,2020-04-15 07:00:00,,,,KERN,,Storage,Photovoltaic,,150.0,150.0,
1818,ACTIVE,2020-04-15 07:00:00,,,,MARICOPA,,Photovoltaic,Storage,,125.0,125.0,
1814,ACTIVE,2020-04-15 07:00:00,,,,SAN DIEGO,,Storage,,,160.0,,
1812,ACTIVE,2020-04-15 07:00:00,,,,YUMA,,Photovoltaic,Storage,,237.5,112.5,
1810,ACTIVE,2020-04-15 07:00:00,,,,SAN DIEGO,,Storage,,,312.96,,
1806,ACTIVE,2020-04-15 07:00:00,,,,ORANGE,,Storage,,,256.875,,
1801,ACTIVE,2020-04-15 07:00:00,,,,NYE,,Photovoltaic,Storage,,200.0,200.0,
1800,ACTIVE,2020-04-15 07:00:00,,,,CLARK,,Storage,Photovoltaic,,408.24,409.2,
1799,ACTIVE,2020-04-15 07:00:00,,,,CLARK,,Storage,Photovoltaic,,203.8,203.8,
1798,ACTIVE,2020-04-15 07:00:00,,,,INYO,,Photovoltaic,Storage,,250.0,250.0,
1774,ACTIVE,2020-04-15 07:00:00,,,,SAN BERNARDINO,,Photovoltaic,Storage,,150.0,150.0,
1795,ACTIVE,2020-04-15 07:00:00,,,,CLARK,,Storage,Photovoltaic,,450.0,450.0,
1792,ACTIVE,2020-04-15 07:00:00,,,,TULARE,,Storage,Photovoltaic,,200.0,200.0,
1791,ACTIVE,2020-04-15 07:00:00,,,,KERN,,Storage,,,574.8854,,
1790,ACTIVE,2020-04-15 07:00:00,,,,KERN,,Storage,Photovoltaic,,50.0,50.0,
1789,ACTIVE,2020-04-15 07:00:00,,,,TULARE,,Storage,Photovoltaic,,200.0,200.0,
1784,ACTIVE,2020-04-15 07:00:00,,,,KERN,,Wind Turbine,,,100.0,,
1775,ACTIVE,2020-04-15 07:00:00,,,,SAN BERNARDINO,,Storage,Photovoltaic,,45.0,100.0,
1796,ACTIVE,2020-04-15 07:00:00,,,,CLARK,,Storage,,,256.29,,
1764,ACTIVE,2020-04-15 07:00:00,,,,RIVERSIDE,,Storage,Photovoltaic,,117.0,117.0,
1678,ACTIVE,2020-04-15 07:00:00,,,,MARICOPA,,Storage,Photovoltaic,,308.926,308.926,
1766,ACTIVE,2020-04-15 07:00:00,,,,LOS ANGELES,,Storage,,,250.0,,
1768,ACTIVE,2020-04-15 07:00:00,,,,SAN BERNARDINO,,Storage,,,312.96,,
1761,ACTIVE,2020-04-15 07:00:00,,,,RIVERSIDE,,Photovoltaic,Storage,,508.56,508.56,
1758,ACTIVE,2020-04-15 07:00:00,,,,RIVERSIDE,,Storage,,,300.0,,
1757,ACTIVE,2020-04-15 07:00:00,,,,RIVERSIDE,,Storage,Photovoltaic,,256.202,256.41,
1751,ACTIVE,2020-04-15 07:00:00,,,,KERN,,Storage,Photovoltaic,,102.0,204.0,
1750,ACTIVE,2020-04-15 07:00:00,,,,SAN LUIS OBISPO,,Wind Turbine,,,1028.94,,
1749,ACTIVE,2020-04-15 07:00:00,,,,SAN LUIS OBISPO,,Storage,,,75.0,,
1745,ACTIVE,2020-04-15 07:00:00,,,,KERN,,Combined Cycle,,,655.7,,
1744,ACTIVE,2020-04-15 07:00:00,,,,KERN,,Solar Thermal,Storage,,103.455,51.401,
1740,ACTIVE,2020-04-15 07:00:00,,,,KERN,,Storage,Photovoltaic,,101.8,101.8,
1736,ACTIVE,2020-04-15 07:00:00,,,,KERN,,Photovoltaic,Storage,,250.0,250.0,
1728,ACTIVE,2020-04-15 07:00:00,,,,MERCED,,Storage,Photovoltaic,,77.4774,77.4774,
1718,ACTIVE,2020-04-15 07:00:00,,,,MERCED,,Storage,Wind Turbine,,54.94,60.45,
1713,ACTIVE,2020-04-15 07:00:00,,,,KINGS,,Storage,,,32.7,,
1709,ACTIVE,2020-04-15 07:00:00,,,,FRESNO,,Photovoltaic,Storage,,36.1746,36.1746,
1705,ACTIVE,2020-04-15 07:00:00,,,,CONTRA COSTA,,Storage,,,675.0,,
1821,ACTIVE,2020-04-15 07:00:00,,,,SAN DIEGO,,Storage,,,407.0,,
1702,ACTIVE,2020-04-15 07:00:00,,,,SAN JOAQUIN,,Wind Turbine,Photovoltaic,Storage,408.8,410.04,405.9
1691,ACTIVE,2020-04-15 07:00:00,,,,SOLANO,,Wind Turbine,Storage,Photovoltaic,207.2,203.94,205.02
1690,ACTIVE,2020-04-15 07:00:00,,,,SAN JOAQUIN,,Storage,,,102.0,,
1687,ACTIVE,2020-04-15 07:00:00,,,,YOLO,,Storage,Photovoltaic,,84.8117,84.9957,
1683,ACTIVE,2020-04-15 07:00:00,,,,CONTRA COSTA,,Storage,,,102.25,,
1763,ACTIVE,2020-04-15 07:00:00,,,,RIVERSIDE,,Storage,Photovoltaic,Wind Turbine,204.16,203.76,207.2
1824,ACTIVE,2020-04-15 07:00:00,,,,MUNICIPALITY OF TECATE,,Wind Turbine,,,1001.0,,
1693,WITHDRAWN,2020-04-15 07:00:00,,2020-07-27 07:00:00,,CONTRA COSTA,,Storage,Gas Turbine,,26.21,14.1,
1783,ACTIVE,2020-04-15 07:00:00,,,,VENTURA,,Storage,,,409.0,,
1771,WITHDRAWN,2020-04-15 07:00:00,,2020-09-08 07:00:00,,SAN BERNARDINO,,Storage,Photovoltaic,,508.56,508.56,
1770,WITHDRAWN,2020-04-15 07:00:00,,2021-04-26 07:00:00,,SAN BERNARDINO,,Storage,,,300.0,,
1769,WITHDRAWN,2020-04-15 07:00:00,,2020-07-06 07:00:00,,LOS ANGELES,,Storage,,,300.0,,
1825,WITHDRAWN,2020-04-15 07:00:00,,2024-01-10 08:00:00,,SAN DIEGO,,Storage,,,101.9,,
1767,WITHDRAWN,2020-04-15 07:00:00,,2020-07-01 07:00:00,,LOS ANGELES,,Storage,,,152.5,,
1765,WITHDRAWN,2020-04-15 07:00:00,,2021-03-12 08:00:00,,LOS ANGELES,,Storage,,,408.07,,
1762,WITHDRAWN,2020-04-15 07:00:00,,2021-05-10 07:00:00,,RIVERSIDE,,Storage,,,510.0,,
1760,WITHDRAWN,2020-04-15 07:00:00,,2021-03-24 07:00:00,,RIVERSIDE,,Wind Turbine,Storage,Photovoltaic,207.2,205.92,206.59
1759,WITHDRAWN,2020-04-15 07:00:00,,2023-12-21 08:00:00,,RIVERSIDE,,Storage,Storage,,1407.0,1400.0,
1756,WITHDRAWN,2020-04-15 07:00:00,,2021-03-23 07:00:00,,RIVERSIDE,,Storage,Wind Turbine,Photovoltaic,205.92,207.2,206.59
1755,WITHDRAWN,2020-04-15 07:00:00,,2020-07-06 07:00:00,,RIVERSIDE,,Storage,Photovoltaic,,100.0,200.0,
1754,WITHDRAWN,2020-04-15 07:00:00,,2021-03-19 07:00:00,,MARICOPA,,Photovoltaic,Storage,,307.188,306.18,
1753,WITHDRAWN,2020-04-15 07:00:00,,2021-03-18 07:00:00,,MARICOPA,,Photovoltaic,Storage,,526.68,415.96,
1752,WITHDRAWN,2020-04-15 07:00:00,,2021-05-03 07:00:00,,MARICOPA,,Storage,Photovoltaic,,1572.2,2072.52,
1748,WITHDRAWN,2020-04-15 07:00:00,,2021-03-30 07:00:00,,SAN LUIS OBISPO,,Wind Turbine,,,1021.125,,
1747,WITHDRAWN,2020-04-15 07:00:00,,2021-04-09 07:00:00,,SAN LUIS OBISPO,,Wind Turbine,Storage,,1568.0,319.35,
1746,WITHDRAWN,2020-04-15 07:00:00,,2021-04-13 07:00:00,,KERN,,Photovoltaic,Storage,,123.59655,123.59655,
1743,WITHDRAWN,2020-04-15 07:00:00,,2021-04-12 07:00:00,,KERN,,Storage,Photovoltaic,,51.401,103.456,
1742,WITHDRAWN,2020-04-15 07:00:00,,2021-04-02 07:00:00,,SAN LUIS OBISPO,,Storage,Photovoltaic,,79.2,155.925,
1741,WITHDRAWN,2020-04-15 07:00:00,,2021-05-03 07:00:00,,SAN LUIS OBISPO,,Storage,Photovoltaic,,103.95,204.12,
1739,WITHDRAWN,2020-04-15 07:00:00,,2025-01-30 08:00:00,,SAN LUIS OBISPO,,Storage,Other,,108.0,520.0,
1772,WITHDRAWN,2020-04-15 07:00:00,,2020-06-30 07:00:00,,SAN BERNARDINO,,Storage,Photovoltaic,,156.48,156.48,
1773,WITHDRAWN,2020-04-15 07:00:00,,2020-06-30 07:00:00,,KERN,,Photovoltaic,Storage,,78.378,78.378,
1777,WITHDRAWN,2020-04-15 07:00:00,,2020-07-08 07:00:00,,KERN,,Photovoltaic,Storage,,152.4,75.0,
1778,WITHDRAWN,2020-04-15 07:00:00,,2021-03-10 08:00:00,,KERN,,Wind Turbine,,,257.6,,
1819,WITHDRAWN,2020-04-15 07:00:00,,2020-07-27 07:00:00,,SAN DIEGO,,Storage,,,82.6,,
1817,WITHDRAWN,2020-04-15 07:00:00,,2021-05-10 07:00:00,,SAN DIEGO,,Photovoltaic,Storage,,33.5,202.23,
1816,WITHDRAWN,2020-04-15 07:00:00,,2021-03-17 07:00:00,,SAN DIEGO,,Combined Cycle,,,26.37,,
1815,WITHDRAWN,2020-04-15 07:00:00,,2024-03-11 07:00:00,,SAN DIEGO,,Storage,,,103.275,,
1813,WITHDRAWN,2020-04-15 07:00:00,,2020-07-06 07:00:00,,SAN DIEGO,,Storage,,,300.0,,
1811,WITHDRAWN,2020-04-15 07:00:00,,2023-04-20 07:00:00,,SAN DIEGO,,Storage,,,101.9,,
1809,WITHDRAWN,2020-04-15 07:00:00,,2020-07-03 07:00:00,,SAN DIEGO,,Storage,,,30.0,,
1808,WITHDRAWN,2020-04-15 07:00:00,,2021-03-15 07:00:00,,SAN DIEGO,,Storage,,,101.9,,
1807,WITHDRAWN,2020-04-15 07:00:00,,2021-03-10 08:00:00,,SAN DIEGO,,Storage,,,154.14048,,
1805,WITHDRAWN,2020-04-15 07:00:00,,2021-03-16 07:00:00,,SAN DIEGO,,Storage,,,75.0,,
1738,WITHDRAWN,2020-04-15 07:00:00,,2021-03-25 07:00:00,,SAN LUIS OBISPO,,Wind Turbine,,,1456.0,,
1804,WITHDRAWN,2020-04-15 07:00:00,,2021-03-10 08:00:00,,SAN DIEGO,,Wind Turbine,Storage,,205.8,205.0,
1802,WITHDRAWN,2020-04-15 07:00:00,,2023-05-05 07:00:00,,SAN DIEGO,,Storage,,,20.8,,
1797,WITHDRAWN,2020-04-15 07:00:00,,2021-04-26 07:00:00,,CLARK/NYE,,Photovoltaic,Storage,,300.0,150.0,
1794,WITHDRAWN,2020-04-15 07:00:00,,2021-03-12 08:00:00,,ROSAMOND,,Storage,Photovoltaic,,305.2,305.2,
1793,WITHDRAWN,2020-04-15 07:00:00,,2021-05-10 07:00:00,,KERN,,Storage,Wind Turbine,Photovoltaic,203.94,207.2,208.08
1788,WITHDRAWN,2020-04-15 07:00:00,,2021-04-26 07:00:00,,KERN,,Photovoltaic,Storage,,400.0,200.0,
1787,WITHDRAWN,2020-04-15 07:00:00,,2021-03-18 07:00:00,,TULARE,,Storage,Photovoltaic,,122.512,464.42,
1786,WITHDRAWN,2020-04-15 07:00:00,,2021-03-11 08:00:00,,KERN,,Storage,Photovoltaic,,405.8,405.8,
1785,WITHDRAWN,2020-04-15 07:00:00,,2020-06-25 07:00:00,,KERN,,Wind Turbine,,,100.0,,
1781,WITHDRAWN,2020-04-15 07:00:00,,2020-07-07 07:00:00,,SANTA BARBARA,,Wind Turbine,,,771.75,,
1780,WITHDRAWN,2020-04-15 07:00:00,,2021-03-05 08:00:00,,LOS ANGELES,,Storage,,,75.0,,
1803,WITHDRAWN,2020-04-15 07:00:00,,2021-03-09 08:00:00,,SAN DIEGO,,Storage,,,81.375,,
1822,WITHDRAWN,2020-04-15 07:00:00,,2024-04-08 07:00:00,,MARICOPA,,Photovoltaic,Storage,,225.04,225.04,
1737,WITHDRAWN,2020-04-15 07:00:00,,2021-05-06 07:00:00,,KERN,,Storage,Photovoltaic,,179.4,359.352,
1734,WITHDRAWN,2020-04-15 07:00:00,,2020-07-07 07:00:00,,KERN,,Photovoltaic,,,27.3,,
1704,WITHDRAWN,2020-04-15 07:00:00,,2020-07-27 07:00:00,,SUTTER,,Storage,,,152.2875,,
1703,WITHDRAWN,2020-04-15 07:00:00,,2021-04-08 07:00:00,,SANTA CLARA,,Storage,,,150.929,,
1701,WITHDRAWN,2020-04-15 07:00:00,,2020-07-15 07:00:00,,SHASTA,,Storage,,,102.0,,
1826,WITHDRAWN,2020-04-15 07:00:00,,2020-07-06 07:00:00,,MARICOPA,,Storage,Photovoltaic,,252.6,252.6,
1700,WITHDRAWN,2020-04-15 07:00:00,,2024-11-01 07:00:00,,SONOMA,,Storage,,,102.75,,
1699,WITHDRAWN,2020-04-15 07:00:00,,2020-07-07 07:00:00,,COLUSA,,Photovoltaic,Storage,,326.6129,166.905,
1698,WITHDRAWN,2020-04-15 07:00:00,,2020-07-07 07:00:00,,SANTA CLARA,,Storage,,,300.0,,
1697,WITHDRAWN,2020-04-15 07:00:00,,2020-07-10 07:00:00,,MARIN,,Storage,,,305.25,,
1696,WITHDRAWN,2020-04-15 07:00:00,,2021-03-25 07:00:00,,SOLANO,,Storage,,,950.4,,
1735,WITHDRAWN,2020-04-15 07:00:00,,2020-07-21 07:00:00,,SANTA BARBARA,,Storage,,,30.8,,
1695,WITHDRAWN,2020-04-15 07:00:00,,2024-06-05 07:00:00,,PLACER,,Storage,,,102.0,,
1782,ACTIVE,2020-04-15 07:00:00,,,,KERN,,Storage,Other,,108.0,512.0,
1692,WITHDRAWN,2020-04-15 07:00:00,,2021-04-09 07:00:00,,HUMBOLDT,,Wind Turbine,Storage,,1568.0,319.356,
1689,WITHDRAWN,2020-04-15 07:00:00,,2021-03-19 07:00:00,,STANISLAUS,,Photovoltaic,Storage,,20.2,10.0,
1688,WITHDRAWN,2020-04-15 07:00:00,,2024-04-04 07:00:00,,SHASTA,,Storage,,,312.96,,
1686,WITHDRAWN,2020-04-15 07:00:00,,2021-05-25 07:00:00,,BUTTE,,Photovoltaic,Storage,,86.7,86.7,
1685,WITHDRAWN,2020-04-15 07:00:00,,2021-04-02 07:00:00,,ALAMEDA,,Storage,,,300.0,,
1684,WITHDRAWN,2020-04-15 07:00:00,,2021-04-08 07:00:00,,HUMBOLDT,,Wind Turbine,Storage,,97.2,61.01394,
1682,WITHDRAWN,2020-04-15 07:00:00,,2021-04-08 07:00:00,,SAN MATEO,,Storage,,,253.6895,,
1827,WITHDRAWN,2020-04-15 07:00:00,,2024-02-21 08:00:00,,IMPERIAL,,Storage,,,425.1,,
1694,WITHDRAWN,2020-04-15 07:00:00,,2021-03-22 07:00:00,,CONTRA COSTA,,Storage,,,102.8,,
1707,WITHDRAWN,2020-04-15 07:00:00,,2020-06-11 07:00:00,,SAN JOAQUIN,,Photovoltaic,Storage,,86.6,86.6,
1706,WITHDRAWN,2020-04-15 07:00:00,,2020-07-15 07:00:00,,BUTTE,,Storage,,,102.0,,
1710,WITHDRAWN,2020-04-15 07:00:00,,2021-04-12 07:00:00,,FRESNO,,Photovoltaic,Storage,,154.838,77.638,
1733,WITHDRAWN,2020-04-15 07:00:00,,2023-11-20 08:00:00,,SAN LUIS OBISPO,,Storage,,,632.44,,
1732,WITHDRAWN,2020-04-15 07:00:00,,2021-05-28 07:00:00,,SAN LUIS OBISPO,,Storage,,,102.0,,
1731,WITHDRAWN,2020-04-15 07:00:00,,2021-05-28 07:00:00,,SAN LUIS OBISPO,,Storage,,,102.0,,
1730,WITHDRAWN,2020-04-15 07:00:00,,2023-05-05 07:00:00,,SAN LUIS OBISPO,,Storage,,,203.6,,
1729,WITHDRAWN,2020-04-15 07:00:00,,2021-05-12 07:00:00,,SANTA BARBARA,,Storage,Solar Thermal,,103.202,206.2,
1727,WITHDRAWN,2020-04-15 07:00:00,,2020-06-25 07:00:00,,FRESNO,,Storage,,,71.45,,
1726,WITHDRAWN,2020-04-15 07:00:00,,2021-03-25 07:00:00,,MERCED,,Photovoltaic,Storage,,102.5,102.5,
1725,WITHDRAWN,2020-04-15 07:00:00,,2020-06-18 07:00:00,,KERN,,Storage,Photovoltaic,,387.94,312.96,
1708,WITHDRAWN,2020-04-15 07:00:00,,2020-06-16 07:00:00,,SANTA CLARA,,Storage,,,250.0,,
1723,WITHDRAWN,2020-04-15 07:00:00,,2020-07-03 07:00:00,,FRESNO,,Photovoltaic,Storage,,51.9,25.0,
1724,WITHDRAWN,2020-04-15 07:00:00,,2021-05-21 07:00:00,,KERN,,Storage,Photovoltaic,,387.94,312.96,
1721,WITHDRAWN,2020-04-15 07:00:00,,2021-04-12 07:00:00,,KINGS,,Storage,Photovoltaic,,175.0,355.2,
1720,WITHDRAWN,2020-04-15 07:00:00,,2020-07-03 07:00:00,,MONTEREY,,Storage,,,31.7579,,
1719,WITHDRAWN,2020-04-15 07:00:00,,2020-07-08 07:00:00,,MADERA,,Storage,Photovoltaic,,50.0,101.8,
1717,WITHDRAWN,2020-04-15 07:00:00,,2020-12-03 08:00:00,,MADERA,,Photovoltaic,Storage,,102.5,102.5,
1716,WITHDRAWN,2020-04-15 07:00:00,,2020-07-08 07:00:00,,MADERA,,Storage,Photovoltaic,,50.0,102.2,
1715,WITHDRAWN,2020-04-15 07:00:00,,2021-04-09 07:00:00,,FRESNO,,Storage,Photovoltaic,,1700.0,1700.0,
1714,WITHDRAWN,2020-04-15 07:00:00,,2021-03-30 07:00:00,,FRESNO,,Photovoltaic,Storage,,202.5,202.5,
1712,WITHDRAWN,2020-04-15 07:00:00,,2021-04-07 07:00:00,,FRESNO,,Storage,,,30.6,,
1711,WITHDRAWN,2020-04-15 07:00:00,,2021-04-14 07:00:00,,SAN BENITO,,Photovoltaic,Storage,,114.5529,114.5529,
