q_id,q_status,q_date,ia_date,wd_date,on_date,county_1,type_clean,type1,type2,type3,mw1,mw2,mw3
1A,COMPLETED,1999-11-01 08:00:00,,,2009-10-02 07:00:00,SAN DIEGO,,Combined Cycle,,,550.0,,
2,COMPLETED,2000-02-03 08:00:00,,,2009-01-06 08:00:00,CONTRA COSTA,,Combined Cycle,,,590.0,,
3,COMPLETED,2000-06-14 07:00:00,,,2013-06-01 07:00:00,RIVERSIDE,,Gas Turbine,Storage,,850.0,16.0,
4,COMPLETED,2000-08-08 07:00:00,,,2005-10-14 07:00:00,SAN DIEGO,,Combined Cycle,,,521.0,,
5,WITHDRAWN,2000-08-09 07:00:00,,,,SAN DIEGO,,Combined Cycle,,,900.0,,
6,WITHDRAWN,2000-08-23 07:00:00,,2011-06-16 17:56:36,,SAN JOAQUIN,,Combined Cycle,,,1156.0,,
7,COMPLETED,2000-10-06 07:00:00,,,2013-07-10 07:00:00,LOS ANGELES,,Combined Cycle,,,570.0,,
8,WITHDRAWN,2000-11-28 08:00:00,,,,SAN DIEGO,,Combined Cycle,,,750.0,,
9,WITHDRAWN,2000-12-01 08:00:00,,,,SAN LUIS OBISPO,,Combined Cycle,,,1200.0,,
10,WITHDRAWN,2001-05-02 07:00:00,,,,KINGS,,Combined Cycle,,,620.0,,
11A,COMPLETED,2002-07-26 07:00:00,,,2010-07-31 07:00:00,RIVERSIDE,,Combined Cycle,,,520.0,,
11,WITHDRAWN,2002-10-23 07:00:00,,,,SAN BERNARDINO,,Wind Turbine,,,63.0,,
12,COMPLETED,2002-12-16 08:00:00,,,2006-03-30 08:00:00,SOLANO,,Wind Turbine,,,150.0,,
13,COMPLETED,2003-01-03 08:00:00,,,2012-08-26 07:00:00,SAN DIEGO,,Storage,,,40.0,,
14,COMPLETED,2003-01-07 08:00:00,,,2009-10-02 07:00:00,SAN DIEGO,,Combined Cycle,,,65.0,,
15,WITHDRAWN,2003-01-17 08:00:00,,,,SAN BERNARDINO,,Wind Turbine,,,50.0,,
16,WITHDRAWN,2003-03-11 08:00:00,,,,SANTA BARBARA,,Wind Turbine,,,55.5,,
17,WITHDRAWN,2003-03-18 08:00:00,,,,RIVERSIDE,,Photovoltaic,,,520.0,,
18,WITHDRAWN,2003-04-15 07:00:00,,,,LOS ANGELES,,Wind Turbine,,,200.0,,
19,COMPLETED,2003-06-18 07:00:00,,,2005-09-30 07:00:00,SAN DIEGO,,Wind Turbine,,,46.0,,
20,COMPLETED,2003-09-04 07:00:00,,,2018-11-14 08:00:00,KERN,,Other,,,189.0,,
21,COMPLETED,2003-10-23 07:00:00,,,2006-12-28 08:00:00,CONTRA COSTA,,Wind Turbine,,,37.5499992370605,,
22,ACTIVE,2003-11-18 08:00:00,,,,SOLANO,,Wind Turbine,Storage,,38.0,38.0,
23,COMPLETED,2003-11-24 08:00:00,,,2005-10-01 07:00:00,SAN BERNARDINO,,Combined Cycle,,,72.0,,
24,COMPLETED,2004-01-30 08:00:00,,,2009-01-26 08:00:00,SOLANO,,Wind Turbine,,,150.0,,
25,WITHDRAWN,2004-02-05 08:00:00,,,,SAN DIEGO,,Wind Turbine,,,117.0,,
26,WITHDRAWN,2004-02-12 08:00:00,,,,SAN DIEGO,,Wind Turbine,,,36.0,,
27,WITHDRAWN,2004-02-23 08:00:00,,,,SAN DIEGO,,Combined Cycle,,,650.0,,
28,WITHDRAWN,2004-02-25 08:00:00,,,,SAN FRANCISCO,,Combustion Turbine,,,145.100006103516,,
29,WITHDRAWN,2004-03-29 08:00:00,,,,LAKE/SONOMA,,Wind Turbine,,,201.0,,
30,WITHDRAWN,2004-04-26 07:00:00,,,,SAN FRANCISCO,,Combustion Turbine,,,48.7000007629395,,
31,WITHDRAWN,2004-05-11 07:00:00,,,,KERN,,Wind Turbine,,,201.0,,
32,ACTIVE,2004-05-24 07:00:00,,,,SAN DIEGO,,Wind Turbine,,,193.8,,
33,COMPLETED,2004-07-12 07:00:00,,,2006-05-30 07:00:00,CHURCHILL,,Steam Turbine,,,10.0,,
34,WITHDRAWN,2004-07-19 07:00:00,,,,KERN,,Wind Turbine,,,300.0,,
35,WITHDRAWN,2004-10-25 07:00:00,,,,FRESNO,,Combustion Turbine,,,49.9000015258789,,
36,WITHDRAWN,2004-11-01 08:00:00,,,,STANISLAUS,,Combustion Turbine,,,99.9000015258789,,
37,WITHDRAWN,2004-11-08 08:00:00,,,,SAN JOAQUIN,,Combustion Turbine,,,74.9000015258789,,
39,COMPLETED,2004-11-11 08:00:00,,,2012-12-04 08:00:00,SOLANO,,Wind Turbine,,,200.0,,
38,COMPLETED,2004-11-11 08:00:00,,,2010-09-29 07:00:00,HUMBOLDT,,Combustion Turbine,,,146.399993896484,,
40,WITHDRAWN,2004-11-11 08:00:00,,,,ALAMEDA,,Combustion Turbine,,,118.0,,
41,WITHDRAWN,2004-11-18 08:00:00,,,,KERN,,Combustion Turbine,,,157.0,,
42,WITHDRAWN,2004-11-26 08:00:00,,,,FRESNO,,Combustion Turbine,,,300.0,,
43,WITHDRAWN,2004-11-29 08:00:00,,,,SAN JOAQUIN,,Combustion Turbine,,,168.699996948242,,
44,WITHDRAWN,2004-11-29 08:00:00,,,,MADERA,,Combustion Turbine,,,126.5,,
46,WITHDRAWN,2004-12-01 08:00:00,,,,CONTRA COSTA,,Combustion Turbine,,,531.0,,
47,WITHDRAWN,2004-12-01 08:00:00,,,,FRESNO,,Combustion Turbine,,,200.600006103516,,
48,WITHDRAWN,2004-12-01 08:00:00,,,,CONTRA COSTA,,Combustion Turbine,,,590.0,,
45,COMPLETED,2004-12-01 08:00:00,,,2013-08-08 07:00:00,ALAMEDA,,Combustion Turbine,,,354.0,,
52,COMPLETED,2004-12-21 08:00:00,,,2009-05-28 07:00:00,FRESNO,,Gas Turbine,,,401.0,,
50,COMPLETED,2004-12-21 08:00:00,,,2010-06-07 07:00:00,RIVERSIDE,,Combined Cycle,,,810.0,,
51,COMPLETED,2004-12-21 08:00:00,,,2006-05-30 07:00:00,FRESNO,,Combustion Turbine,,,0.550000011920929,,
53,WITHDRAWN,2004-12-22 08:00:00,,,,PLACER,,Combustion Turbine,,,116.800003051758,,
54,ACTIVE,2005-01-12 08:00:00,,,,FRESNO,,Gas Turbine,Storage,,119.9,119.9,
56,WITHDRAWN,2005-01-25 08:00:00,,,,CLARK,,Combined Cycle,,,634.0,,
57,COMPLETED,2005-02-08 08:00:00,,,2010-12-22 08:00:00,COLUSA,,Combined Cycle,,,715.0,,
58,WITHDRAWN,2005-02-22 08:00:00,,2013-10-11 07:00:00,,MINERAL,,Steam Turbine,,,62.0,,
60,WITHDRAWN,2005-03-28 08:00:00,,,,KERN,,Combustion Turbine,,,94.0,,
59,WITHDRAWN,2005-03-28 08:00:00,,,,KINGS,,Combustion Turbine,,,97.1999969482422,,
61,ACTIVE,2005-03-30 08:00:00,,,,FRESNO,,Steam Turbine,Storage,,73.2699966430664,18.5,
62,WITHDRAWN,2005-04-13 07:00:00,,,,HUMBOLDT,,Combined Cycle,,,166.5,,
63,WITHDRAWN,2005-04-18 07:00:00,,,,CONTRA COSTA,,Combined Cycle,,,158.0,,
64,WITHDRAWN,2005-04-28 07:00:00,,,,HUMBOLDT,,Combustion Turbine,,,147.0,,
66,COMPLETED,2005-05-06 07:00:00,,,2013-03-21 07:00:00,LOS ANGELES,,Combustion Turbine,,,500.5,,
65,WITHDRAWN,2005-05-06 07:00:00,,,,LOS ANGELES,,Combustion Turbine,,,424.799987792969,,
67,COMPLETED,2005-05-09 07:00:00,,,2013-08-08 07:00:00,ALAMEDA,,Combined Cycle,,,245.0,,
68,WITHDRAWN,2005-05-11 07:00:00,,2013-06-04 22:42:36,,SAN BERNARDINO,,Photovoltaic,,,850.0,,
69,WITHDRAWN,2005-06-07 07:00:00,,,,SAN BERNARDINO,,Combustion Turbine,,,527.0,,
70,COMPLETED,2005-06-14 07:00:00,,,2009-03-31 07:00:00,SAN MATEO,,Combustion Turbine,,,12.6000003814697,,
71,WITHDRAWN,2005-06-15 07:00:00,,2006-01-11 08:00:00,,CLARK,,Combined Cycle,,,591.0,,
72,ACTIVE,2005-06-21 07:00:00,,,,RIVERSIDE,,Storage,,,500.0,,
73,COMPLETED,2005-06-27 07:00:00,,,2012-07-20 07:00:00,KERN,,Wind Turbine,,,141.3,,
74,COMPLETED,2005-07-12 07:00:00,,,2010-11-18 08:00:00,SHASTA,,Wind Turbine,,,102.0,,
75,COMPLETED,2005-07-15 07:00:00,,,2009-05-19 07:00:00,MADERA,,Steam Turbine,,,10.5,,
76,COMPLETED,2005-07-15 07:00:00,,,2009-05-18 07:00:00,MERCED,,Steam Turbine,,,10.5,,
77,WITHDRAWN,2005-08-22 07:00:00,,2011-02-08 08:00:00,,KERN,,Wind Turbine,,,300.0,,
78,WITHDRAWN,2005-08-31 07:00:00,,2012-03-02 20:49:38,,IMPERIAL,,Photovoltaic,,,300.0,,
80,WITHDRAWN,2005-09-12 07:00:00,,2009-09-28 07:00:00,,LOS ANGELES,,Combined Cycle,,,610.0,,
81,ACTIVE,2005-09-13 07:00:00,,,,LAKE,,Steam Turbine,Storage,,9.435,47.4465,
82,WITHDRAWN,2005-09-14 07:00:00,,2011-08-05 19:34:01,,HUMBOLDT,,Steam Turbine,,,6.8,,
83,WITHDRAWN,2005-09-16 07:00:00,,2008-10-08 07:00:00,,SAN BERNARDINO,,Wind Turbine,,,60.0,,
84,COMPLETED,2005-12-01 08:00:00,,,2019-11-09 08:00:00,KERN,,Photovoltaic,,,100.0,,
85,WITHDRAWN,2005-12-28 08:00:00,,2008-03-26 07:00:00,,KERN,,Wind Turbine,,,120.0,,
86A,WITHDRAWN,2006-01-20 08:00:00,,2012-12-04 19:38:37,,KERN,,Wind Turbine,,,33.1,,
86B,WITHDRAWN,2006-01-20 08:00:00,,2012-12-04 19:38:59,,KERN,,Wind Turbine,,,34.0,,
87,WITHDRAWN,2006-02-03 08:00:00,,2010-12-14 08:00:00,,SAN LUIS OBISPO,,Steam Turbine,,,28.0,,
88,WITHDRAWN,2006-02-10 08:00:00,,2008-02-14 08:00:00,,LOS ANGELES,,Combined Cycle,,,613.5,,
89,WITHDRAWN,2006-02-13 08:00:00,,2010-10-07 07:00:00,,SAN BERNARDINO,,Combined Cycle,,,570.0,,
90,WITHDRAWN,2006-02-16 08:00:00,,2009-10-26 07:00:00,,SAN DIEGO,,Gas Turbine,,,93.0,,
92,WITHDRAWN,2006-02-23 08:00:00,,2019-07-22 07:00:00,,LOS ANGELES,,Combined Cycle,,,570.0,,
96,ACTIVE,2006-03-01 08:00:00,,,,KERN,,Wind Turbine,Storage,,600.0,300.0,
93,COMPLETED,2006-03-01 08:00:00,,,2021-04-26 07:00:00,KERN,,Wind Turbine,,,220.0,,
95,COMPLETED,2006-03-01 08:00:00,,,2012-02-14 08:00:00,KERN,,Wind Turbine,,,550.0,,
97,WITHDRAWN,2006-03-01 08:00:00,,2014-09-29 07:00:00,,KERN,,Wind Turbine,,,160.0,,
94,WITHDRAWN,2006-03-01 08:00:00,,2014-02-04 16:08:10,,KERN,,Wind Turbine,,,180.0,,
98,COMPLETED,2006-03-09 08:00:00,,,2005-12-31 08:00:00,SAN LUIS OBISPO,,Steam Turbine,,,37.0,,
99,COMPLETED,2006-03-29 08:00:00,,,2006-06-07 07:00:00,SAN LUIS OBISPO,,Steam Turbine,,,45.0,,
100,ACTIVE,2006-04-05 07:00:00,,,,KERN,,Wind Turbine,Storage,,120.0,120.0,
101,WITHDRAWN,2006-04-07 07:00:00,,2006-04-07 07:00:00,,KERN,,Gas Turbine,,,100.0,,
102,WITHDRAWN,2006-04-19 07:00:00,,2008-01-17 08:00:00,,MONTEREY,,Wind Turbine,,,210.0,,
102A,WITHDRAWN,2006-04-21 07:00:00,,2011-07-08 18:25:46,,KERN,,Wind Turbine,,,100.0,,
103,WITHDRAWN,2006-05-02 07:00:00,,2016-12-22 08:00:00,,SAN DIEGO,,Steam Turbine,,,27.0,,
104,WITHDRAWN,2006-05-03 07:00:00,,2009-09-28 07:00:00,,LOS ANGELES,,Combined Cycle,,,304.0,,
105,WITHDRAWN,2006-05-04 07:00:00,,2011-08-05 20:02:26,,HUMBOLDT,,Wind Turbine,,,100.0,,
106,WITHDRAWN,2006-05-26 07:00:00,,2008-10-13 07:00:00,,SAN BERNARDINO,,Steam Turbine,,,635.0,,
106A,WITHDRAWN,2006-06-06 07:00:00,,2019-12-04 08:00:00,,SAN DIEGO,,Photovoltaic,Storage,,50.0,50.0,
108,COMPLETED,2006-06-09 07:00:00,,,2012-03-04 08:00:00,SOLANO,,Wind Turbine,,,128.0,,
107,WITHDRAWN,2006-06-09 07:00:00,,2011-08-05 20:04:32,,SOLANO,,Wind Turbine,,,128.0,,
108A,WITHDRAWN,2006-06-14 07:00:00,,2006-11-16 08:00:00,,KERN,,Steam Turbine,,,300.0,,
109,WITHDRAWN,2006-06-16 07:00:00,,2011-03-31 18:39:29,,SAN BERNARDINO,,Photovoltaic,,,550.0,,
110,WITHDRAWN,2006-06-16 07:00:00,,2011-03-31 18:41:55,,SAN BERNARDINO,,Photovoltaic,,,1400.0,,
111,WITHDRAWN,2006-06-26 07:00:00,,,,KERN,,Steam Turbine,,,16.0,,
112,WITHDRAWN,2006-06-28 07:00:00,,2009-05-01 07:00:00,,SAN DIEGO,,Wind Turbine,,,300.0,,
113,WITHDRAWN,2006-06-30 07:00:00,,2014-10-24 22:28:12,,SOLANO,,Wind Turbine,,,30.0,,
114,WITHDRAWN,2006-07-12 07:00:00,,2008-11-26 08:00:00,,SAN BERNARDINO,,Wind Turbine,,,150.0,,
115,WITHDRAWN,2006-07-12 07:00:00,,2008-11-26 08:00:00,,SAN BERNARDINO,,Wind Turbine,,,150.0,,
116,WITHDRAWN,2006-07-12 07:00:00,,2008-11-26 08:00:00,,SAN BERNARDINO,,Wind Turbine,,,50.0,,
117,WITHDRAWN,2006-07-20 07:00:00,,2011-08-05 19:57:31,,HUMBOLDT,,Wind Turbine,,,70.0,,
118,WITHDRAWN,2006-08-04 07:00:00,,2007-11-28 08:00:00,,MOHAVE,,Combined Cycle,,,550.0,,
119,COMPLETED,2006-08-08 07:00:00,,,2021-04-26 07:00:00,KERN,,Wind Turbine,,,500.0,,
120,WITHDRAWN,2006-08-09 07:00:00,,2008-11-26 08:00:00,,SAN BERNARDINO,,Photovoltaic,,,1200.0,,
121,COMPLETED,2006-08-17 07:00:00,,,2009-08-07 07:00:00,SAN DIEGO,,Gas Turbine,,,49.0,,
123,WITHDRAWN,2006-08-17 07:00:00,,2007-01-16 08:00:00,,SAN DIEGO,,Gas Turbine,,,99.0,,
122,WITHDRAWN,2006-08-17 07:00:00,,2007-01-16 08:00:00,,ORANGE,,Gas Turbine,,,99.0,,
124,ACTIVE,2006-08-22 07:00:00,,,,IMPERIAL,,Photovoltaic,Storage,,600.0,150.0,
125,COMPLETED,2006-08-22 07:00:00,,,2014-12-04 08:00:00,SAN BERNARDINO,,Steam Turbine,,,250.0,,
126,WITHDRAWN,2006-08-31 07:00:00,,2012-06-12 23:21:04,,CLARK,,Wind Turbine,,,1500.0,,
127,WITHDRAWN,2006-09-01 07:00:00,,2007-07-11 07:00:00,,CONTRA COSTA,,Steam Turbine,,,27.2,,
128,WITHDRAWN,2006-09-01 07:00:00,,2009-08-06 07:00:00,,FRESNO,,Combined Cycle,,,600.0,,
129,WITHDRAWN,2006-09-13 07:00:00,,2006-10-24 07:00:00,,SAN BERNARDINO,,Wind Turbine,,,400.0,,
130,WITHDRAWN,2006-09-13 07:00:00,,2008-04-01 07:00:00,,SAN BERNARDINO,,Steam Turbine,,,565.0,,
131,COMPLETED,2006-09-25 07:00:00,,,2013-12-30 08:00:00,SAN BERNARDINO,,Steam Turbine,,,132.0,,
132,COMPLETED,2006-09-27 07:00:00,,,2012-12-07 08:00:00,KERN,,Wind Turbine,,,162.0,,
133,WITHDRAWN,2006-10-03 07:00:00,,2006-12-21 08:00:00,,SAN BERNARDINO,,Wind Turbine,,,140.0,,
134,WITHDRAWN,2006-10-09 07:00:00,,2007-01-31 08:00:00,,KERN,,Gas Turbine,,,200.0,,
135,WITHDRAWN,2006-10-10 07:00:00,,2013-10-08 16:42:42,,SAN BERNARDINO,,Wind Turbine,,,60.0,,
136,WITHDRAWN,2006-10-16 07:00:00,,2010-08-03 07:00:00,,SAN BERNARDINO,,Gas Turbine,,,300.0,,
137,COMPLETED,2006-10-17 07:00:00,,,2018-11-19 08:00:00,SAN DIEGO,,Combined Cycle,,,211.0,,
138,ACTIVE,2006-10-23 07:00:00,,,,RIVERSIDE,,Wind Turbine,Storage,,60.0,90.0,
139,WITHDRAWN,2006-10-24 07:00:00,,2010-09-22 07:00:00,,SAN BERNARDINO,,Combined Cycle,,,698.0,,
140,WITHDRAWN,2006-10-31 08:00:00,,2007-02-26 08:00:00,,INYO,,Steam Turbine,,,75.0,,
141,WITHDRAWN,2006-11-03 08:00:00,,2007-12-11 08:00:00,,SAN BERNARDINO,,Gas Turbine,,,504.0,,
142,WITHDRAWN,2006-11-06 08:00:00,,2017-01-09 08:00:00,,SAN BERNARDINO,,Steam Turbine,,,80.0,,
143,WITHDRAWN,2006-11-06 08:00:00,,2008-11-26 08:00:00,,SAN BERNARDINO,,Steam Turbine,,,80.0,,
144,WITHDRAWN,2006-11-06 08:00:00,,2009-12-07 21:20:48,,SAN BERNARDINO,,Steam Turbine,,,320.0,,
145,WITHDRAWN,2006-11-08 08:00:00,,2008-10-23 07:00:00,,CLARK,,Combined Cycle,,,591.0,,
147,COMPLETED,2006-11-16 08:00:00,,,,RIVERSIDE,,Photovoltaic,Storage,,300.0,230.0,
150,WITHDRAWN,2006-11-16 08:00:00,,2016-03-24 00:57:13,,SAN DIEGO,,Gas Turbine,,,47.4,,
149,WITHDRAWN,2006-11-16 08:00:00,,2008-10-20 07:00:00,,KERN,,Wind Turbine,,,362.0,,
146,COMPLETED,2006-11-16 08:00:00,,,,RIVERSIDE,,Photovoltaic,Storage,,250.0,230.0,
148,WITHDRAWN,2006-11-16 08:00:00,,2007-02-01 08:00:00,,CHURCH,,Steam Turbine,,,90.0,,
151,WITHDRAWN,2006-11-17 08:00:00,,2006-12-11 08:00:00,,SAN BERNARDINO,,Gas Turbine,,,510.0,,
152,WITHDRAWN,2006-11-22 08:00:00,,2008-10-29 07:00:00,,SANTA BARBARA,,Wind Turbine,,,105.0,,
153,WITHDRAWN,2006-11-22 08:00:00,,2014-09-29 07:00:00,,KERN,,Wind Turbine,,,100.0,,
154,WITHDRAWN,2006-11-30 08:00:00,,2013-04-18 07:00:00,,KERN,,Photovoltaic,,,250.0,,
155,WITHDRAWN,2006-12-01 08:00:00,,2009-01-02 08:00:00,,ALAMEDA,,Gas Turbine,,,300.0,,
156,WITHDRAWN,2006-12-05 08:00:00,,2012-03-13 22:00:07,,SAN BERNARDINO,,Wind Turbine,,,201.0,,
159,WITHDRAWN,2006-12-15 08:00:00,,2009-12-15 22:52:48,,KERN,,Wind Turbine,,,100.0,,
157,WITHDRAWN,2006-12-15 08:00:00,,2008-11-26 08:00:00,,KERN,,Wind Turbine,,,100.0,,
158,WITHDRAWN,2006-12-15 08:00:00,,2008-11-26 08:00:00,,KERN,,Wind Turbine,,,100.0,,
159A,COMPLETED,2006-12-22 08:00:00,,,2022-01-13 08:00:00,BAJA CALIFORNIA,,Wind Turbine,,,256.0,,
160,WITHDRAWN,2006-12-29 08:00:00,,2007-09-17 07:00:00,,SAN BERNARDINO,,Steam Turbine,,,220.0,,
161,WITHDRAWN,2007-01-04 08:00:00,,2011-06-23 07:00:00,,LOS ANGELES,,Gas Turbine,,,220.0,,
162,COMPLETED,2007-01-05 08:00:00,,,2013-12-30 08:00:00,SAN BERNARDINO,,Steam Turbine,,,126.0,,
163,COMPLETED,2007-01-09 08:00:00,,,2016-08-30 07:00:00,SAN BERNARDINO,,Photovoltaic,,,300.0,,
164,WITHDRAWN,2007-01-12 08:00:00,,2008-11-19 08:00:00,,BAJA CALIFORNIA,,Wind Turbine,,,1000.0,,
165,WITHDRAWN,2007-01-16 08:00:00,,2010-05-21 07:00:00,,SAN BERNARDINO,,Steam Turbine,,,400.0,,
166,COMPLETED,2007-01-23 08:00:00,,,2014-10-27 07:00:00,SAN LUIS OBISPO,,Photovoltaic,,,210.0,,
167,WITHDRAWN,2007-01-25 08:00:00,,2007-05-16 07:00:00,,RIVERSIDE,,Combined Cycle,,,700.0,,
169,WITHDRAWN,2007-02-02 08:00:00,,2008-11-26 08:00:00,,IMPERIAL,,Steam Turbine,,,211.6,,
168,WITHDRAWN,2007-02-02 08:00:00,,2011-03-31 21:30:40,,BAJA CALIFORNIA,,Wind Turbine,,,1000.0,,
170,WITHDRAWN,2007-02-02 08:00:00,,2009-12-07 21:16:18,,KERN,,Photovoltaic,,,150.0,,
171,WITHDRAWN,2007-02-09 08:00:00,,2011-03-31 21:53:43,,SOLANO,,Wind Turbine,,,500.0,,
172,WITHDRAWN,2007-02-15 08:00:00,,2015-07-01 21:14:18,,SAN JOAQUIN,,Combined Cycle,,,508.0,,
174,WITHDRAWN,2007-02-16 08:00:00,,2007-06-12 07:00:00,,RIVERSIDE,,Wind Turbine,,,30.0,,
173,WITHDRAWN,2007-02-16 08:00:00,,2009-01-27 08:00:00,,SAN DIEGO,,Gas Turbine,,,49.9,,
175,WITHDRAWN,2007-02-21 08:00:00,,2015-06-12 07:00:00,,KERN,,Wind Turbine,,,650.0,,
176,WITHDRAWN,2007-02-23 08:00:00,,2008-04-29 07:00:00,,ORANGE,,Gas Turbine,,,49.9,,
177,WITHDRAWN,2007-02-28 08:00:00,,2009-01-21 08:00:00,,CONTRA COSTA,,Wind Turbine,,,100.0,,
178,WITHDRAWN,2007-02-28 08:00:00,,2007-11-19 08:00:00,,MERCED,,Wind Turbine,,,100.0,,
178A,WITHDRAWN,2007-02-28 08:00:00,,2008-11-24 08:00:00,,MEXICALI/ENSENADA/TECATE,,Wind Turbine,,,500.0,,
178B,WITHDRAWN,2007-02-28 08:00:00,,2011-03-31 22:06:50,,MEXICALI/ENSENADA/TECATE,,Wind Turbine,,,500.0,,
179,WITHDRAWN,2007-03-01 08:00:00,,2008-11-26 08:00:00,,RIVERSIDE,,Steam Turbine,,,300.0,,
180,WITHDRAWN,2007-03-02 08:00:00,,2008-05-01 07:00:00,,SAN BERNARDINO,,Gas Turbine,,,564.0,,
181,WITHDRAWN,2007-03-02 08:00:00,,2008-05-01 07:00:00,,SAN BERNARDINO,,Gas Turbine,,,400.0,,
184,WITHDRAWN,2007-03-05 08:00:00,,2013-08-14 20:40:12,,SONOMA,,Steam Turbine,,,32.0,,
182,WITHDRAWN,2007-03-05 08:00:00,,2009-12-07 23:59:09,,KERN,,Photovoltaic,,,500.0,,
183,WITHDRAWN,2007-03-05 08:00:00,,2017-10-10 07:00:00,,BAJA CALIFORNIA,,Wind Turbine,,,300.0,,
185,WITHDRAWN,2007-03-06 08:00:00,,2011-01-03 08:00:00,,MINERAL,,Steam Turbine,,,150.0,,
186,WITHDRAWN,2007-03-07 08:00:00,,2007-11-28 08:00:00,,SAN JOAQUIN,,Gas Turbine,,,211.0,,
187,WITHDRAWN,2007-03-14 07:00:00,,2008-06-06 07:00:00,,SONOMA,,Steam Turbine,,,50.0,,
188,COMPLETED,2007-03-23 07:00:00,,,2015-06-25 07:00:00,KERN,,Wind Turbine,,,198.0,,
190,WITHDRAWN,2007-03-30 07:00:00,,2011-05-31 21:17:41,,SAN DIEGO,,Gas Turbine,,,330.0,,
189,COMPLETED,2007-03-30 07:00:00,,,2019-06-10 07:00:00,SAN DIEGO,,Gas Turbine,,,105.8,,
192,WITHDRAWN,2007-04-02 07:00:00,,2007-10-01 07:00:00,,SAN DIEGO,,Gas Turbine,,,315.0,,
191,WITHDRAWN,2007-04-02 07:00:00,,2007-10-01 07:00:00,,SAN DIEGO,,Gas Turbine,,,315.0,,
193,COMPLETED,2007-04-04 07:00:00,,,2021-06-30 07:00:00,RIVERSIDE,,Steam Turbine,Storage,,500.0,230.0,
194,COMPLETED,2007-04-05 07:00:00,,,2014-10-27 07:00:00,SAN LUIS OBISPO,,Photovoltaic,,,190.0,,
195,WITHDRAWN,2007-04-06 07:00:00,,2007-09-21 07:00:00,,KERN,,Combined Cycle,,,725.0,,
196,WITHDRAWN,2007-04-13 07:00:00,,2011-04-01 14:26:26,,MADERA,,Combined Cycle,,,210.0,,
197,WITHDRAWN,2007-04-16 07:00:00,,2007-12-03 08:00:00,,SAN DIEGO,,Gas Turbine,,,315.0,,
198,WITHDRAWN,2007-04-18 07:00:00,,2008-01-11 08:00:00,,SAN DIEGO,,Gas Turbine,,,400.0,,
204,WITHDRAWN,2007-04-19 07:00:00,,2008-12-19 08:00:00,,SAN BERNARDINO,,Wind Turbine,,,149.4,,
201,COMPLETED,2007-04-19 07:00:00,,,2010-06-16 07:00:00,SAN DIEGO,,Gas Turbine,,,99.0,,
199,WITHDRAWN,2007-04-19 07:00:00,,2008-03-03 08:00:00,,SAN JOAQUIN,,Gas Turbine,,,50.0,,
202,WITHDRAWN,2007-04-19 07:00:00,,2008-11-12 08:00:00,,SAN BERNARDINO,,Wind Turbine,,,198.65,,
200,WITHDRAWN,2007-04-19 07:00:00,,2007-05-14 07:00:00,,RIVERSIDE,,Gas Turbine,,,200.0,,
203,WITHDRAWN,2007-04-19 07:00:00,,2011-04-01 14:51:38,,SAN BERNARDINO,,Wind Turbine,,,198.65,,
205,WITHDRAWN,2007-04-20 07:00:00,,2014-01-03 08:00:00,,CLARK,,Steam Turbine,,,5.0,,
206,WITHDRAWN,2007-04-23 07:00:00,,2007-06-20 07:00:00,,LOS ANGELES,,Combined Cycle,,,200.0,,
207,WITHDRAWN,2007-04-26 07:00:00,,2008-03-06 08:00:00,,LOS ANGELES,,Combined Cycle,,,557.3,,
209,WITHDRAWN,2007-05-03 07:00:00,,2009-12-17 19:15:23,,BAJA CALIFORNIA,,Wind Turbine,,,400.0,,
208,WITHDRAWN,2007-05-03 07:00:00,,,,ALAMEDA,,Photovoltaic,,,2.0,,
210,WITHDRAWN,2007-05-03 07:00:00,,2009-12-08 00:00:18,,RIVERSIDE,,Photovoltaic,,,500.0,,
211,WITHDRAWN,2007-05-04 07:00:00,,2008-12-11 23:43:22,,LASSEN,,Wind Turbine,,,201.0,,
213,WITHDRAWN,2007-05-09 07:00:00,,2008-11-26 08:00:00,,SAN BERNARDINO,,Wind Turbine,,,180.0,,
212,WITHDRAWN,2007-05-09 07:00:00,,2012-07-23 21:16:21,,HUMBOLDT,,Wind Turbine,,,50.0,,
214,WITHDRAWN,2007-05-10 07:00:00,,2008-11-12 08:00:00,,SAN BERNARDINO,,Wind Turbine,,,49.25,,
215,WITHDRAWN,2007-05-21 07:00:00,,2017-10-10 07:00:00,,BAJA CALIFORNIA,,Wind Turbine,,,420.0,,
218,WITHDRAWN,2007-05-22 07:00:00,,2007-07-24 07:00:00,,SAN DIEGO,,Gas Turbine,,,98.8,,
217,WITHDRAWN,2007-05-22 07:00:00,,2007-07-24 07:00:00,,SAN DIEGO,,Gas Turbine,,,98.8,,
216,WITHDRAWN,2007-05-22 07:00:00,,2007-07-24 07:00:00,,SAN DIEGO,,Gas Turbine,,,98.8,,
221,WITHDRAWN,2007-05-23 07:00:00,,2009-12-07 23:53:51,,SAN BERNARDINO,,Photovoltaic,,,450.0,,
219,WITHDRAWN,2007-05-23 07:00:00,,2019-03-25 07:00:00,,RIVERSIDE,,Photovoltaic,,,50.0,,
222,ACTIVE,2007-05-23 07:00:00,,,,SOLANO,,Wind Turbine,Storage,,78.0,54.0,
