n_type_0,n_type_1,n_type_2,n_type_3,n_type_4,n_type_5,n_type_6,n_type_7,n_type_8,n_type_9,n_type_10,n_type_11,n_type_12,mw_type_0,mw_type_1,mw_type_2,mw_type_3,mw_type_4,mw_type_5,mw_type_6,mw_type_7,mw_type_8,mw_type_9,mw_type_10,mw_type_11
0.0,50.0,32.0,82.0,22.0,57.0,1.0,25.0,72.0,5.0,2.0,0.0,0.0,0.0,23225.0,7677.400000000001,19018.850000000002,2806.6465000000003,17398.0,189.0,5326.499996566772,16845.564996643072,997.6000000000001,1340.0,0.0
0.0,50.0,32.0,82.0,22.0,57.0,1.0,25.0,73.0,5.0,2.0,0.0,0.0,0.0,23225.0,7677.400000000001,19018.850000000002,2806.6465000000003,17398.0,189.0,5326.499996566772,17345.564996643072,997.6000000000001,1340.0,0.0
0.0,50.0,33.0,82.0,22.0,57.0,1.0,25.0,73.0,5.0,2.0,0.0,0.0,0.0,23225.0,7726.400000000001,19018.850000000002,2806.6465000000003,17398.0,189.0,5326.499996566772,17345.564996643072,997.6000000000001,1340.0,0.0
0.0,50.0,33.0,82.0,22.0,57.0,1.0,25.0,74.0,5.0,2.0,0.0,0.0,0.0,23225.0,7726.400000000001,19018.850000000002,2806.6465000000003,17398.0,189.0,5326.499996566772,17595.564996643072,997.6000000000001,1340.0,0.0
0.0,50.0,33.0,83.0,22.0,57.0,1.0,25.0,74.0,5.0,2.0,0.0,0.0,0.0,23225.0,7726.400000000001,20168.850000000002,2806.6465000000003,17398.0,189.0,5326.499996566772,17595.564996643072,997.6000000000001,1340.0,0.0
0.0,50.0,33.0,83.0,22.0,57.0,1.0,25.0,75.0,5.0,2.0,0.0,0.0,0.0,23225.0,7726.400000000001,20168.850000000002,2806.6465000000003,17398.0,189.0,5326.499996566772,18745.564996643072,997.6000000000001,1340.0,0.0
0.0,50.0,34.0,83.0,22.0,57.0,1.0,25.0,75.0,5.0,2.0,0.0,0.0,0.0,23225.0,7775.400000000001,20168.850000000002,2806.6465000000003,17398.0,189.0,5326.499996566772,18745.564996643072,997.6000000000001,1340.0,0.0
0.0,50.0,35.0,83.0,22.0,57.0,1.0,25.0,75.0,5.0,2.0,0.0,0.0,0.0,23225.0,7824.400000000001,20168.850000000002,2806.6465000000003,17398.0,189.0,5326.499996566772,18745.564996643072,997.6000000000001,1340.0,0.0
0.0,50.0,35.0,83.0,22.0,57.0,1.0,25.0,76.0,5.0,2.0,0.0,0.0,0.0,23225.0,7824.400000000001,20168.850000000002,2806.6465000000003,17398.0,189.0,5326.499996566772,18995.564996643072,997.6000000000001,1340.0,0.0
0.0,50.0,35.0,83.0,22.0,57.0,1.0,25.0,77.0,5.0,2.0,0.0,0.0,0.0,23225.0,7824.400000000001,20168.850000000002,2806.6465000000003,17398.0,189.0,5326.499996566772,19245.564996643072,997.6000000000001,1340.0,0.0
0.0,50.0,35.0,83.0,22.0,58.0,1.0,25.0,77.0,5.0,2.0,0.0,0.0,0.0,23225.0,7824.400000000001,20168.850000000002,2806.6465000000003,18098.0,189.0,5326.499996566772,19245.564996643072,997.6000000000001,1340.0,0.0
0.0,50.0,35.0,83.0,22.0,58.0,1.0,25.0,78.0,5.0,2.0,0.0,0.0,0.0,23225.0,7824.400000000001,20168.850000000002,2806.6465000000003,18098.0,189.0,5326.499996566772,19295.41499664307,997.6000000000001,1340.0,0.0
0.0,51.0,35.0,83.0,22.0,58.0,1.0,25.0,78.0,5.0,2.0,0.0,0.0,0.0,23825.0,7824.400000000001,20168.850000000002,2806.6465000000003,18098.0,189.0,5326.499996566772,19295.41499664307,997.6000000000001,1340.0,0.0
0.0,51.0,35.0,83.0,22.0,59.0,1.0,25.0,78.0,5.0,2.0,0.0,0.0,0.0,23825.0,7824.400000000001,20168.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,19295.41499664307,997.6000000000001,1340.0,0.0
0.0,51.0,36.0,83.0,22.0,59.0,1.0,25.0,78.0,5.0,2.0,0.0,0.0,0.0,23825.0,8274.400000000001,20168.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,19295.41499664307,997.6000000000001,1340.0,0.0
0.0,51.0,36.0,83.0,22.0,59.0,1.0,25.0,79.0,5.0,2.0,0.0,0.0,0.0,23825.0,8274.400000000001,20168.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,19745.41499664307,997.6000000000001,1340.0,0.0
0.0,51.0,36.0,84.0,22.0,59.0,1.0,25.0,79.0,5.0,2.0,0.0,0.0,0.0,23825.0,8274.400000000001,20298.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,19745.41499664307,997.6000000000001,1340.0,0.0
0.0,51.0,36.0,85.0,22.0,59.0,1.0,25.0,79.0,5.0,2.0,0.0,0.0,0.0,23825.0,8274.400000000001,20448.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,19745.41499664307,997.6000000000001,1340.0,0.0
0.0,51.0,36.0,85.0,22.0,59.0,1.0,25.0,80.0,5.0,2.0,0.0,0.0,0.0,23825.0,8274.400000000001,20448.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,19794.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,36.0,85.0,22.0,59.0,1.0,25.0,81.0,5.0,2.0,0.0,0.0,0.0,23825.0,8274.400000000001,20448.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,19844.41499664307,997.6000000000001,1340.0,0.0
0.0,51.0,36.0,85.0,22.0,59.0,1.0,25.0,82.0,5.0,2.0,0.0,0.0,0.0,23825.0,8274.400000000001,20448.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,20124.41499664307,997.6000000000001,1340.0,0.0
0.0,51.0,36.0,85.0,22.0,59.0,1.0,25.0,83.0,5.0,2.0,0.0,0.0,0.0,23825.0,8274.400000000001,20448.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,20374.41499664307,997.6000000000001,1340.0,0.0
0.0,51.0,36.0,85.0,22.0,59.0,1.0,25.0,84.0,5.0,2.0,0.0,0.0,0.0,23825.0,8274.400000000001,20448.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,20654.41499664307,997.6000000000001,1340.0,0.0
0.0,51.0,36.0,85.0,22.0,59.0,1.0,25.0,85.0,5.0,2.0,0.0,0.0,0.0,23825.0,8274.400000000001,20448.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,20934.41499664307,997.6000000000001,1340.0,0.0
0.0,51.0,36.0,86.0,22.0,59.0,1.0,25.0,85.0,5.0,2.0,0.0,0.0,0.0,23825.0,8274.400000000001,20462.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,20934.41499664307,997.6000000000001,1340.0,0.0
0.0,51.0,37.0,86.0,22.0,59.0,1.0,25.0,85.0,5.0,2.0,0.0,0.0,0.0,23825.0,8674.400000000001,20462.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,20934.41499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,22.0,59.0,1.0,25.0,85.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,20934.41499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,22.0,59.0,1.0,25.0,86.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,20983.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,22.0,59.0,1.0,25.0,87.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,21033.41499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,22.0,59.0,1.0,25.0,88.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,21082.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,22.0,59.0,1.0,25.0,89.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,21332.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,22.0,59.0,1.0,25.0,90.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,21582.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,22.0,59.0,1.0,25.0,91.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,21832.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,22.0,59.0,1.0,25.0,92.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,22082.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,22.0,59.0,1.0,25.0,93.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,22362.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,22.0,59.0,1.0,25.0,94.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,22612.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,22.0,59.0,1.0,25.0,95.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2806.6465000000003,18128.0,189.0,5326.499996566772,22762.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,22.0,60.0,1.0,25.0,95.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2806.6465000000003,18438.0,189.0,5326.499996566772,22762.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,22.0,61.0,1.0,25.0,95.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2806.6465000000003,18714.0,189.0,5326.499996566772,22762.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,22.0,62.0,1.0,25.0,95.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2806.6465000000003,18964.0,189.0,5326.499996566772,22762.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,23.0,63.0,1.0,25.0,95.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2821.6465000000003,19013.5,189.0,5326.499996566772,22762.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,23.0,64.0,1.0,25.0,95.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2821.6465000000003,19113.5,189.0,5326.499996566772,22762.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,23.0,65.0,1.0,25.0,95.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2821.6465000000003,19238.5,189.0,5326.499996566772,22762.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,23.0,66.0,1.0,25.0,95.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2821.6465000000003,19297.3,189.0,5326.499996566772,22762.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,23.0,66.0,1.0,25.0,96.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2821.6465000000003,19297.3,189.0,5326.499996566772,22846.91499664307,997.6000000000001,1340.0,0.0
0.0,51.0,38.0,86.0,23.0,66.0,1.0,25.0,97.0,5.0,2.0,0.0,0.0,0.0,23825.0,8862.400000000001,20462.850000000002,2821.6465000000003,19297.3,189.0,5326.499996566772,23096.91499664307,997.6000000000001,1340.0,0.0
0.0,52.0,38.0,86.0,23.0,66.0,1.0,25.0,97.0,5.0,2.0,0.0,0.0,0.0,24555.0,8862.400000000001,20462.850000000002,2821.6465000000003,19297.3,189.0,5326.499996566772,23096.91499664307,997.6000000000001,1340.0,0.0
0.0,52.0,38.0,86.0,23.0,67.0,1.0,25.0,97.0,5.0,2.0,0.0,0.0,0.0,24555.0,8862.400000000001,20462.850000000002,2821.6465000000003,19352.3,189.0,5326.499996566772,23096.91499664307,997.6000000000001,1340.0,0.0
0.0,52.0,38.0,86.0,23.0,68.0,1.0,25.0,97.0,5.0,2.0,0.0,0.0,0.0,24555.0,8862.400000000001,20462.850000000002,2821.6465000000003,19402.3,189.0,5326.499996566772,23096.91499664307,997.6000000000001,1340.0,0.0
0.0,52.0,38.0,86.0,23.0,69.0,1.0,25.0,97.0,5.0,2.0,0.0,0.0,0.0,24555.0,8862.400000000001,20462.850000000002,2821.6465000000003,19452.3,189.0,5326.499996566772,23096.91499664307,997.6000000000001,1340.0,0.0
0.0,52.0,38.0,86.0,23.0,70.0,1.0,25.0,97.0,5.0,2.0,0.0,0.0,0.0,24555.0,8862.400000000001,20462.850000000002,2821.6465000000003,19492.3,189.0,5326.499996566772,23096.91499664307,997.6000000000001,1340.0,0.0
0.0,52.0,38.0,86.0,24.0,70.0,1.0,25.0,98.0,5.0,2.0,0.0,0.0,0.0,24555.0,8862.400000000001,20462.850000000002,3021.6465000000003,19492.3,189.0,5326.499996566772,23326.91499664307,997.6000000000001,1340.0,0.0
0.0,52.0,38.0,86.0,24.0,71.0,1.0,25.0,98.0,5.0,2.0,0.0,0.0,0.0,24555.0,8862.400000000001,20462.850000000002,3021.6465000000003,19532.3,189.0,5326.499996566772,23326.91499664307,997.6000000000001,1340.0,0.0
0.0,52.0,38.0,86.0,24.0,72.0,1.0,25.0,98.0,5.0,2.0,0.0,0.0,0.0,24555.0,8862.400000000001,20462.850000000002,3021.6465000000003,19822.3,189.0,5326.499996566772,23326.91499664307,997.6000000000001,1340.0,0.0
0.0,52.0,38.0,86.0,24.0,73.0,1.0,25.0,98.0,5.0,2.0,0.0,0.0,0.0,24555.0,8862.400000000001,20462.850000000002,3021.6465000000003,19881.1,189.0,5326.499996566772,23326.91499664307,997.6000000000001,1340.0,0.0
0.0,52.0,38.0,86.0,24.0,74.0,1.0,25.0,98.0,5.0,2.0,0.0,0.0,0.0,24555.0,8862.400000000001,20462.850000000002,3021.6465000000003,19921.1,189.0,5326.499996566772,23326.91499664307,997.6000000000001,1340.0,0.0
0.0,52.0,38.0,86.0,24.0,75.0,1.0,25.0,98.0,5.0,2.0,0.0,0.0,0.0,24555.0,8862.400000000001,20462.850000000002,3021.6465000000003,19961.1,189.0,5326.499996566772,23326.91499664307,997.6000000000001,1340.0,0.0
0.0,52.0,38.0,86.0,24.0,76.0,1.0,25.0,98.0,5.0,2.0,0.0,0.0,0.0,24555.0,8862.400000000001,20462.850000000002,3021.6465000000003,20061.1,189.0,5326.499996566772,23326.91499664307,997.6000000000001,1340.0,0.0
0.0,52.0,38.0,86.0,24.0,76.0,1.0,25.0,99.0,5.0,2.0,0.0,0.0,0.0,24555.0,8862.400000000001,20462.850000000002,3021.6465000000003,20061.1,189.0,5326.499996566772,23467.91499664307,997.6000000000001,1340.0,0.0
0.0,52.0,38.0,86.0,24.0,76.0,1.0,25.0,100.0,5.0,2.0,0.0,0.0,0.0,24555.0,8862.400000000001,20462.850000000002,3021.6465000000003,20061.1,189.0,5326.499996566772,24307.91499664307,997.6000000000001,1340.0,0.0
0.0,52.0,37.0,86.0,24.0,76.0,1.0,25.0,100.0,4.0,2.0,0.0,0.0,0.0,24555.0,8662.400000000001,20462.850000000002,3021.6465000000003,20061.1,189.0,5326.499996566772,24274.21499664307,607.0000000000001,1340.0,0.0
0.0,52.0,37.0,86.0,24.0,76.0,1.0,25.0,99.0,4.0,2.0,0.0,0.0,0.0,24555.0,8662.400000000001,20462.850000000002,3021.6465000000003,19381.1,189.0,5326.499996566772,24224.36499664307,607.0000000000001,1340.0,0.0
0.0,52.0,37.0,86.0,24.0,77.0,1.0,25.0,99.0,4.0,2.0,0.0,0.0,0.0,24555.0,8662.400000000001,20462.850000000002,3021.6465000000003,19401.1,189.0,5326.499996566772,24224.36499664307,607.0000000000001,1340.0,0.0
0.0,52.0,37.0,86.0,24.0,75.0,1.0,25.0,101.0,4.0,2.0,0.0,0.0,0.0,24555.0,8662.400000000001,20462.850000000002,3021.6465000000003,19251.1,189.0,5326.499996566772,24235.36499664307,607.0000000000001,1340.0,0.0
0.0,50.0,36.0,85.0,24.0,74.0,1.0,25.0,101.0,4.0,2.0,0.0,0.0,0.0,23901.0,8212.400000000001,20292.850000000002,3021.6465000000003,19191.1,189.0,5326.499996566772,24235.36499664307,607.0000000000001,1340.0,0.0
0.0,50.0,36.0,85.0,24.0,75.0,1.0,25.0,101.0,4.0,2.0,0.0,0.0,0.0,23901.0,8212.400000000001,20292.850000000002,3021.6465000000003,19211.0,189.0,5326.499996566772,24235.36499664307,607.0000000000001,1340.0,0.0
0.0,50.0,36.0,86.0,24.0,75.0,1.0,25.0,101.0,4.0,2.0,0.0,0.0,0.0,23901.0,8212.400000000001,20312.850000000002,3021.6465000000003,19211.0,189.0,5326.499996566772,24235.36499664307,607.0000000000001,1340.0,0.0
0.0,50.0,36.0,84.0,24.0,75.0,1.0,25.0,100.0,5.0,2.0,0.0,0.0,0.0,23901.0,8212.400000000001,19890.850000000002,3021.6465000000003,19211.0,189.0,5326.499996566772,23600.36499664307,616.9000000000001,1340.0,0.0
0.0,39.0,12.0,56.0,24.0,55.0,1.0,25.0,58.0,3.0,0.0,0.0,0.0,0.0,19324.5,3245.1000000000017,12835.550000000001,3021.6465000000003,15378.400000000001,189.0,5326.499996566772,12973.564996643072,385.2000000000001,0.0,0.0
0.0,39.0,12.0,56.0,24.0,56.0,1.0,25.0,58.0,3.0,0.0,0.0,0.0,0.0,19324.5,3245.1000000000017,12835.550000000001,3021.6465000000003,15398.400000000001,189.0,5326.499996566772,12973.564996643072,385.2000000000001,0.0,0.0
0.0,39.0,12.0,56.0,24.0,57.0,1.0,25.0,58.0,3.0,0.0,0.0,0.0,0.0,19324.5,3245.1000000000017,12835.550000000001,3021.6465000000003,15418.400000000001,189.0,5326.499996566772,12973.564996643072,385.2000000000001,0.0,0.0
0.0,39.0,12.0,56.0,24.0,58.0,1.0,25.0,58.0,3.0,0.0,0.0,0.0,0.0,19324.5,3245.1000000000017,12835.550000000001,3021.6465000000003,15438.400000000001,189.0,5326.499996566772,12973.564996643072,385.2000000000001,0.0,0.0
0.0,39.0,12.0,56.0,24.0,58.0,1.0,24.0,59.0,3.0,0.0,0.0,0.0,0.0,19324.5,3245.1000000000017,12835.550000000001,3021.6465000000003,15438.400000000001,189.0,5313.899996185302,12991.964996643072,385.2000000000001,0.0,0.0
0.0,39.0,12.0,56.0,24.0,59.0,1.0,24.0,59.0,3.0,0.0,0.0,0.0,0.0,19324.5,3245.1000000000017,12835.550000000001,3021.6465000000003,15458.400000000001,189.0,5313.899996185302,12991.964996643072,385.2000000000001,0.0,0.0
0.0,39.0,12.0,56.0,24.0,60.0,1.0,24.0,59.0,3.0,0.0,0.0,0.0,0.0,19324.5,3245.1000000000017,12835.550000000001,3021.6465000000003,15468.400000000001,189.0,5313.899996185302,12991.964996643072,385.2000000000001,0.0,0.0
0.0,39.0,11.0,55.0,24.0,61.0,1.0,24.0,57.0,3.0,0.0,0.0,0.0,0.0,19324.5,2844.1000000000017,12535.550000000001,3021.6465000000003,15488.400000000001,189.0,5313.899996185302,12970.964996643072,385.2000000000001,0.0,0.0
0.0,39.0,11.0,56.0,24.0,61.0,1.0,24.0,57.0,3.0,0.0,0.0,0.0,0.0,19324.5,2844.1000000000017,12555.550000000001,3021.6465000000003,15488.400000000001,189.0,5313.899996185302,12970.964996643072,385.2000000000001,0.0,0.0
0.0,39.0,11.0,56.0,24.0,62.0,1.0,24.0,57.0,3.0,0.0,0.0,0.0,0.0,19324.5,2844.1000000000017,12555.550000000001,3021.6465000000003,15508.400000000001,189.0,5313.899996185302,12970.964996643072,385.2000000000001,0.0,0.0
0.0,39.0,11.0,56.0,24.0,63.0,1.0,24.0,57.0,3.0,0.0,0.0,0.0,0.0,19324.5,2844.1000000000017,12555.550000000001,3021.6465000000003,16258.400000000001,189.0,5313.899996185302,12970.964996643072,385.2000000000001,0.0,0.0
0.0,39.0,11.0,57.0,24.0,63.0,1.0,24.0,57.0,3.0,0.0,0.0,0.0,0.0,19324.5,2844.1000000000017,13243.550000000001,3021.6465000000003,16258.400000000001,189.0,5313.899996185302,12970.964996643072,385.2000000000001,0.0,0.0
0.0,39.0,11.0,58.0,24.0,64.0,1.0,24.0,57.0,3.0,0.0,0.0,0.0,0.0,19324.5,2844.1000000000017,13368.550000000001,3021.6465000000003,17233.4,189.0,5313.899996185302,12970.964996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,58.0,24.0,64.0,1.0,24.0,57.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13368.550000000001,3021.6465000000003,17233.4,189.0,5313.899996185302,12970.964996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,58.0,24.0,64.0,1.0,24.0,58.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13368.550000000001,3021.6465000000003,17233.4,189.0,5313.899996185302,13930.964996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,58.0,24.0,64.0,1.0,24.0,59.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13368.550000000001,3021.6465000000003,17233.4,189.0,5313.899996185302,13970.964996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,58.0,24.0,64.0,1.0,24.0,60.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13368.550000000001,3021.6465000000003,17233.4,189.0,5313.899996185302,13990.964996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,58.0,24.0,64.0,1.0,24.0,61.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13368.550000000001,3021.6465000000003,17233.4,189.0,5313.899996185302,13996.964996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,58.0,24.0,64.0,1.0,24.0,62.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13368.550000000001,3021.6465000000003,17233.4,189.0,5313.899996185302,14956.964996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,58.0,24.0,65.0,1.0,24.0,62.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13368.550000000001,3021.6465000000003,17383.4,189.0,5313.899996185302,14956.964996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,58.0,24.0,65.0,1.0,25.0,62.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13368.550000000001,3021.6465000000003,17383.4,189.0,5363.799996185302,14956.964996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,58.0,24.0,66.0,1.0,25.0,62.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13368.550000000001,3021.6465000000003,17613.4,189.0,5363.799996185302,14956.964996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,58.0,24.0,66.0,1.0,25.0,63.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13368.550000000001,3021.6465000000003,17613.4,189.0,5363.799996185302,15004.964996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,59.0,24.0,66.0,1.0,25.0,63.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13467.45,3021.6465000000003,17613.4,189.0,5363.799996185302,15004.964996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,59.0,24.0,66.0,1.0,25.0,64.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13467.45,3021.6465000000003,17613.4,189.0,5363.799996185302,15096.964996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,59.0,24.0,67.0,1.0,25.0,64.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13467.45,3021.6465000000003,18213.4,189.0,5363.799996185302,15096.964996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,59.0,24.0,68.0,1.0,25.0,64.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13467.45,3021.6465000000003,18343.4,189.0,5363.799996185302,15096.964996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,59.0,24.0,68.0,1.0,25.0,65.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13467.45,3021.6465000000003,18343.4,189.0,5363.799996185302,15189.564996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,60.0,24.0,68.0,1.0,25.0,65.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13732.890000000001,3021.6465000000003,18343.4,189.0,5363.799996185302,15189.564996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,60.0,24.0,69.0,1.0,25.0,65.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13732.890000000001,3021.6465000000003,18363.4,189.0,5363.799996185302,15189.564996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,60.0,24.0,70.0,1.0,25.0,65.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13732.890000000001,3021.6465000000003,18518.4,189.0,5363.799996185302,15189.564996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,60.0,25.0,71.0,1.0,25.0,65.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13732.890000000001,3169.3465,18818.0,189.0,5363.799996185302,15189.564996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,60.0,25.0,72.0,1.0,25.0,65.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13732.890000000001,3169.3465,19168.0,189.0,5363.799996185302,15189.564996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,60.0,25.0,73.0,1.0,25.0,65.0,3.0,0.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13732.890000000001,3169.3465,19170.0,189.0,5363.799996185302,15189.564996643072,385.2000000000001,0.0,0.0
0.0,40.0,11.0,60.0,25.0,73.0,1.0,25.0,65.0,3.0,1.0,0.0,0.0,0.0,19455.5,2844.1000000000017,13732.890000000001,3169.3465,19170.0,189.0,5363.799996185302,15189.564996643072,385.2000000000001,7.2,0.0
0.0,40.0,12.0,60.0,25.0,73.0,1.0,25.0,65.0,3.0,1.0,0.0,0.0,0.0,19455.5,3034.1000000000017,13732.890000000001,3169.3465,19170.0,189.0,5363.799996185302,15189.564996643072,385.2000000000001,7.2,0.0
0.0,40.0,12.0,60.0,25.0,74.0,1.0,25.0,65.0,3.0,1.0,0.0,0.0,0.0,19455.5,3034.1000000000017,13732.890000000001,3169.3465,19311.0,189.0,5363.799996185302,15189.564996643072,385.2000000000001,7.2,0.0
0.0,41.0,12.0,60.0,25.0,74.0,1.0,25.0,65.0,3.0,1.0,0.0,0.0,0.0,19513.8,3034.1000000000017,13732.890000000001,3169.3465,19311.0,189.0,5363.799996185302,15189.564996643072,385.2000000000001,7.2,0.0
0.0,41.0,12.0,60.0,25.0,75.0,1.0,25.0,65.0,3.0,1.0,0.0,0.0,0.0,19513.8,3034.1000000000017,13732.890000000001,3169.3465,19331.0,189.0,5363.799996185302,15189.564996643072,385.2000000000001,7.2,0.0
0.0,40.0,11.0,60.0,25.0,76.0,1.0,25.0,65.0,3.0,1.0,0.0,0.0,0.0,18913.8,2985.1000000000017,13732.890000000001,3169.3465,19351.0,189.0,5363.799996185302,15189.564996643072,385.2000000000001,7.2,0.0
