n_renewable,n_non_renewable,n_storage,mw_renewable,mw_non_renewable,mw_storage
62.0,82.0,14.0,15639.249999237061,26396.604993209843,1949.8465
63.0,82.0,14.0,15739.249999237061,26396.604993209843,1949.8465
63.0,82.0,14.0,15855.249999237061,26396.604993209843,1949.8465
62.0,83.0,14.0,15817.7,26616.604993209843,1949.8465
62.0,84.0,14.0,15817.7,26836.604993209843,1949.8465
62.0,85.0,14.0,15817.7,26962.604993209843,1949.8465
63.0,85.0,14.0,16117.7,26962.604993209843,1949.8465
64.0,85.0,14.0,17117.7,26962.604993209843,1949.8465
64.0,86.0,14.0,17117.7,27362.604993209843,1949.8465
65.0,84.0,14.0,17327.7,27164.604993209843,1949.8465
65.0,85.0,14.0,17327.7,27864.604993209843,1949.8465
65.0,84.0,14.0,17327.7,27786.20499320984,1949.8465
66.0,84.0,14.0,18327.7,27786.20499320984,1949.8465
67.0,84.0,14.0,18477.7,27786.20499320984,1949.8465
68.0,84.0,14.0,18977.7,27786.20499320984,1949.8465
68.0,85.0,14.0,18977.7,28294.20499320984,1949.8465
69.0,85.0,14.0,19007.7,28294.20499320984,1949.8465
69.0,86.0,14.0,19007.7,28344.104993209843,1949.8465
70.0,86.0,14.0,19657.7,28344.104993209843,1949.8465
70.0,87.0,14.0,19657.7,28394.004993209845,1949.8465
71.0,86.0,14.0,19757.7,28319.004993209845,1949.8465
72.0,86.0,14.0,19857.7,28319.004993209845,1949.8465
73.0,86.0,14.0,20357.7,28319.004993209845,1949.8465
74.0,86.0,14.0,20857.7,28319.004993209845,1949.8465
74.0,87.0,14.0,20857.7,28619.004993209845,1949.8465
74.0,88.0,14.0,20857.7,29183.004993209845,1949.8465
74.0,89.0,14.0,20857.7,29583.004993209845,1949.8465
74.0,90.0,14.0,20857.7,29615.004993209845,1949.8465
75.0,90.0,14.0,21357.7,29615.004993209845,1949.8465
76.0,90.0,14.0,21657.7,29615.004993209845,1949.8465
76.0,91.0,14.0,21657.7,29765.004993209845,1949.8465
76.0,92.0,14.0,21657.7,29976.004993209845,1949.8465
76.0,93.0,14.0,21657.7,30026.004993209845,1949.8465
77.0,93.0,14.0,21855.7,30026.004993209845,1949.8465
77.0,94.0,14.0,21855.7,30356.004993209845,1949.8465
77.0,95.0,14.0,21855.7,30461.804993209844,1949.8465
77.0,96.0,14.0,21855.7,30776.804993209844,1949.8465
77.0,97.0,14.0,21855.7,31091.804993209844,1949.8465
77.0,98.0,15.0,21855.7,31591.804993209844,2179.8465
78.0,98.0,15.0,22045.7,31591.804993209844,2179.8465
78.0,99.0,15.0,22045.7,32316.804993209844,2179.8465
78.0,100.0,15.0,22045.7,32526.804993209844,2179.8465
78.0,101.0,15.0,22045.7,32841.804993209844,2179.8465
78.0,102.0,15.0,22045.7,33241.804993209844,2179.8465
79.0,102.0,15.0,22195.100000000002,33241.804993209844,2179.8465
79.0,103.0,15.0,22195.100000000002,33340.804993209844,2179.8465
79.0,104.0,15.0,22195.100000000002,33390.804993209844,2179.8465
80.0,104.0,15.0,22393.750000000004,33390.804993209844,2179.8465
80.0,105.0,15.0,22393.750000000004,33590.804993209844,2179.8465
81.0,105.0,15.0,22592.400000000005,33590.804993209844,2179.8465
81.0,106.0,15.0,22592.400000000005,33595.804993209844,2179.8465
81.0,107.0,15.0,22592.400000000005,33795.804993209844,2179.8465
81.0,108.0,15.0,22592.400000000005,34353.10499320985,2179.8465
82.0,108.0,15.0,22992.400000000005,34353.10499320985,2179.8465
83.0,108.0,15.0,22994.400000000005,34353.10499320985,2179.8465
84.0,108.0,15.0,23494.400000000005,34353.10499320985,2179.8465
85.0,108.0,15.0,23695.400000000005,34353.10499320985,2179.8465
86.0,108.0,15.0,23875.400000000005,34353.10499320985,2179.8465
87.0,108.0,15.0,23925.400000000005,34353.10499320985,2179.8465
88.0,108.0,15.0,23974.650000000005,34353.10499320985,2179.8465
89.0,106.0,15.0,24394.650000000005,33453.10499320985,2179.8465
89.0,107.0,15.0,24394.650000000005,33551.90499320985,2179.8465
89.0,108.0,15.0,24394.650000000005,33650.70499320985,2179.8465
89.0,109.0,15.0,24394.650000000005,33749.504993209855,2179.8465
90.0,109.0,15.0,24844.650000000005,33749.504993209855,2179.8465
91.0,109.0,15.0,24894.650000000005,33749.504993209855,2179.8465
92.0,109.0,16.0,24972.650000000005,33749.504993209855,2233.8465
93.0,109.0,16.0,25422.650000000005,33749.504993209855,2233.8465
94.0,109.0,16.0,25592.650000000005,33749.504993209855,2233.8465
94.0,110.0,16.0,25592.650000000005,33848.504993209855,2233.8465
94.0,111.0,16.0,25592.650000000005,34488.504993209855,2233.8465
94.0,112.0,16.0,25592.650000000005,35108.504993209855,2233.8465
94.0,112.0,16.0,25737.650000000005,35108.504993209855,2233.8465
94.0,113.0,16.0,25737.650000000005,35738.504993209855,2233.8465
95.0,112.0,16.0,26737.650000000005,35538.504993209855,2233.8465
96.0,112.0,16.0,27737.650000000005,35538.504993209855,2233.8465
97.0,112.0,16.0,27787.650000000005,35538.504993209855,2233.8465
97.0,113.0,16.0,27787.650000000005,35637.504993209855,2233.8465
97.0,114.0,16.0,27787.650000000005,36037.504993209855,2233.8465
97.0,115.0,16.0,27787.650000000005,36169.504993209855,2233.8465
97.0,116.0,16.0,27787.650000000005,36799.504993209855,2233.8465
97.0,117.0,16.0,27787.650000000005,37429.504993209855,2233.8465
97.0,118.0,16.0,27787.650000000005,38063.504993209855,2233.8465
98.0,118.0,16.0,27832.650000000005,38063.504993209855,2233.8465
99.0,118.0,16.0,28082.650000000005,38063.504993209855,2233.8465
99.0,118.0,16.0,28082.650000000005,38436.30499320986,2233.8465
99.0,119.0,16.0,28082.650000000005,38836.30499320986,2233.8465
100.0,119.0,16.0,28232.650000000005,38836.30499320986,2233.8465
101.0,119.0,16.0,28460.650000000005,38836.30499320986,2233.8465
102.0,119.0,16.0,28889.650000000005,38836.30499320986,2233.8465
103.0,119.0,16.0,29009.650000000005,38836.30499320986,2233.8465
104.0,119.0,16.0,29129.650000000005,38836.30499320986,2233.8465
104.0,116.0,16.0,29129.650000000005,38507.90499320985,2233.8465
104.0,117.0,16.0,29129.650000000005,38574.90499320985,2233.8465
105.0,117.0,16.0,29234.650000000005,38574.90499320985,2233.8465
106.0,117.0,16.0,29300.850000000006,38574.90499320985,2233.8465
107.0,117.0,16.0,29500.850000000006,38574.90499320985,2233.8465
107.0,118.0,16.0,29500.850000000006,38600.86499320985,2233.8465
108.0,117.0,16.0,29540.850000000006,38501.86499320985,2233.8465
108.0,118.0,16.0,29540.850000000006,39101.86499320985,2233.8465
108.0,119.0,16.0,29540.850000000006,39351.86499320985,2233.8465
109.0,119.0,16.0,29570.850000000006,39351.86499320985,2233.8465
109.0,120.0,16.0,29570.850000000006,39926.86499320985,2233.8465
109.0,121.0,16.0,29570.850000000006,40271.86499320985,2233.8465
109.0,122.0,16.0,29570.850000000006,40531.86499320985,2233.8465
109.0,123.0,16.0,29570.850000000006,41182.86499320985,2233.8465
108.0,122.0,16.0,29540.850000000006,40341.86499320985,2233.8465
109.0,120.0,16.0,29545.850000000006,39711.86499320985,2233.8465
109.0,121.0,16.0,29545.850000000006,40102.46499320985,2233.8465
109.0,122.0,16.0,29545.850000000006,40736.46499320985,2233.8465
110.0,122.0,16.0,29845.850000000006,40736.46499320985,2233.8465
111.0,122.0,16.0,29870.850000000006,40736.46499320985,2233.8465
111.0,123.0,16.0,29870.850000000006,41061.46499320985,2233.8465
111.0,123.0,16.0,29870.850000000006,40711.46499320985,2233.8465
111.0,124.0,17.0,29870.850000000006,40856.46499320985,2273.8465
111.0,125.0,17.0,29870.850000000006,41227.76499320985,2273.8465
112.0,125.0,17.0,30570.850000000006,41227.76499320985,2273.8465
112.0,126.0,17.0,30570.850000000006,41326.76499320985,2273.8465
113.0,126.0,18.0,30693.850000000006,41326.76499320985,2347.6465000000003
114.0,126.0,18.0,31093.850000000006,41326.76499320985,2347.6465000000003
114.0,127.0,18.0,31093.850000000006,41380.76499320985,2347.6465000000003
114.0,128.0,18.0,31093.850000000006,42010.76499320985,2347.6465000000003
114.0,129.0,18.0,31093.850000000006,42660.76499320985,2347.6465000000003
115.0,129.0,18.0,31168.850000000006,42660.76499320985,2347.6465000000003
115.0,127.0,18.0,31108.850000000006,41899.76499320985,2347.6465000000003
116.0,127.0,18.0,31148.850000000006,41899.76499320985,2347.6465000000003
116.0,128.0,18.0,31148.850000000006,42399.76499320985,2347.6465000000003
115.0,127.0,18.0,31123.850000000006,41609.76499320985,2347.6465000000003
115.0,128.0,18.0,31123.850000000006,41716.56499320985,2347.6465000000003
115.0,129.0,18.0,31123.850000000006,41831.56499320985,2347.6465000000003
116.0,129.0,18.0,31273.850000000006,41831.56499320985,2347.6465000000003
116.0,130.0,18.0,31273.850000000006,42206.56499320985,2347.6465000000003
117.0,130.0,18.0,31648.850000000006,42206.56499320985,2347.6465000000003
117.0,131.0,18.0,31648.850000000006,42581.56499320985,2347.6465000000003
117.0,132.0,18.0,31648.850000000006,42812.56499320985,2347.6465000000003
117.0,133.0,18.0,31648.850000000006,43062.56499320985,2347.6465000000003
117.0,134.0,18.0,31648.850000000006,43312.56499320985,2347.6465000000003
117.0,135.0,18.0,31648.850000000006,44062.56499320985,2347.6465000000003
117.0,136.0,18.0,31648.850000000006,44067.76499320985,2347.6465000000003
118.0,135.0,19.0,32133.850000000006,43667.76499320985,2687.6465000000003
118.0,136.0,19.0,32133.850000000006,43967.76499320985,2687.6465000000003
117.0,137.0,20.0,31923.850000000006,44033.76499320985,2753.6465000000003
117.0,138.0,20.0,31923.850000000006,44066.76499320985,2753.6465000000003
117.0,139.0,20.0,31923.850000000006,44206.76499320985,2753.6465000000003
117.0,139.0,20.0,31923.850000000006,44134.76499320985,2753.6465000000003
117.0,140.0,20.0,31923.850000000006,44534.76499320985,2753.6465000000003
118.0,139.0,20.0,32423.850000000006,44284.76499320985,2753.6465000000003
119.0,137.0,20.0,32623.850000000006,43037.26499320985,2753.6465000000003
120.0,137.0,20.0,33123.850000000006,43037.26499320985,2753.6465000000003
121.0,137.0,20.0,33173.850000000006,43037.26499320985,2753.6465000000003
119.0,136.0,20.0,33058.850000000006,43040.96499320985,2753.6465000000003
119.0,136.0,20.0,32983.850000000006,43040.96499320985,2753.6465000000003
120.0,136.0,20.0,33083.850000000006,43040.96499320985,2753.6465000000003
120.0,137.0,20.0,33083.850000000006,43240.96499320985,2753.6465000000003
121.0,137.0,20.0,33183.850000000006,43240.96499320985,2753.6465000000003
122.0,137.0,20.0,33283.850000000006,43240.96499320985,2753.6465000000003
123.0,137.0,20.0,33383.850000000006,43240.96499320985,2753.6465000000003
124.0,137.0,20.0,33483.850000000006,43240.96499320985,2753.6465000000003
125.0,137.0,20.0,33583.850000000006,43240.96499320985,2753.6465000000003
126.0,137.0,20.0,33683.850000000006,43240.96499320985,2753.6465000000003
127.0,137.0,20.0,33783.850000000006,43240.96499320985,2753.6465000000003
128.0,137.0,20.0,33883.850000000006,43240.96499320985,2753.6465000000003
129.0,137.0,20.0,33983.850000000006,43240.96499320985,2753.6465000000003
130.0,137.0,20.0,34083.850000000006,43240.96499320985,2753.6465000000003
131.0,137.0,20.0,34183.850000000006,43240.96499320985,2753.6465000000003
131.0,138.0,20.0,34183.850000000006,43340.96499320985,2753.6465000000003
132.0,138.0,20.0,34283.850000000006,43340.96499320985,2753.6465000000003
132.0,139.0,20.0,34283.850000000006,43951.96499320985,2753.6465000000003
132.0,139.0,20.0,34263.850000000006,43951.96499320985,2753.6465000000003
133.0,139.0,20.0,34363.850000000006,43951.96499320985,2753.6465000000003
134.0,139.0,20.0,34463.850000000006,43951.96499320985,2753.6465000000003
135.0,139.0,20.0,34563.850000000006,43951.96499320985,2753.6465000000003
136.0,139.0,20.0,34663.850000000006,43951.96499320985,2753.6465000000003
137.0,139.0,20.0,34913.850000000006,43951.96499320985,2753.6465000000003
137.0,140.0,20.0,34913.850000000006,44215.96499320985,2753.6465000000003
137.0,141.0,20.0,34913.850000000006,44248.96499320985,2753.6465000000003
137.0,142.0,20.0,34913.850000000006,44479.96499320985,2753.6465000000003
137.0,143.0,20.0,34913.850000000006,44743.96499320985,2753.6465000000003
137.0,144.0,20.0,34913.850000000006,44776.96499320985,2753.6465000000003
137.0,143.0,20.0,34913.850000000006,43690.96499320985,2753.6465000000003
137.0,144.0,20.0,34913.850000000006,43886.86499320985,2753.6465000000003
138.0,144.0,20.0,34988.850000000006,43886.86499320985,2753.6465000000003
137.0,145.0,20.0,34788.850000000006,43896.86499320985,2753.6465000000003
137.0,146.0,20.0,34788.850000000006,43946.86499320985,2753.6465000000003
138.0,146.0,20.0,34814.850000000006,43946.86499320985,2753.6465000000003
139.0,146.0,20.0,34834.850000000006,43946.86499320985,2753.6465000000003
139.0,147.0,20.0,34834.850000000006,44471.86499320985,2753.6465000000003
125.0,147.0,20.0,33224.850000000006,44471.86499320985,2753.6465000000003
126.0,147.0,20.0,33264.850000000006,44471.86499320985,2753.6465000000003
127.0,147.0,20.0,33304.850000000006,44471.86499320985,2753.6465000000003
128.0,147.0,20.0,33334.850000000006,44471.86499320985,2753.6465000000003
128.0,148.0,20.0,33334.850000000006,44520.86499320985,2753.6465000000003
129.0,148.0,20.0,33384.850000000006,44520.86499320985,2753.6465000000003
130.0,148.0,20.0,33464.850000000006,44520.86499320985,2753.6465000000003
130.0,149.0,20.0,33464.850000000006,44569.86499320985,2753.6465000000003
130.0,150.0,20.0,33464.850000000006,44618.86499320985,2753.6465000000003
130.0,151.0,20.0,33464.850000000006,44667.86499320985,2753.6465000000003
131.0,151.0,20.0,33564.850000000006,44667.86499320985,2753.6465000000003
132.0,151.0,20.0,33664.850000000006,44667.86499320985,2753.6465000000003
133.0,151.0,20.0,33704.850000000006,44667.86499320985,2753.6465000000003
134.0,150.0,20.0,33804.850000000006,44617.96499320985,2753.6465000000003
134.0,151.0,20.0,33804.850000000006,44817.96499320985,2753.6465000000003
135.0,151.0,20.0,34154.850000000006,44817.96499320985,2753.6465000000003
135.0,150.0,20.0,34154.850000000006,44153.96499320985,2753.6465000000003
135.0,151.0,20.0,34154.850000000006,44353.96499320985,2753.6465000000003
136.0,150.0,20.0,34854.850000000006,44254.96499320985,2753.6465000000003
137.0,150.0,20.0,35554.850000000006,44254.96499320985,2753.6465000000003
136.0,150.0,20.0,35454.850000000006,43995.46499320985,2753.6465000000003
137.0,150.0,20.0,35504.850000000006,43995.46499320985,2753.6465000000003
138.0,150.0,21.0,35961.850000000006,43995.46499320985,2803.6465000000003
138.0,150.0,21.0,36886.850000000006,43995.46499320985,2803.6465000000003
138.0,151.0,21.0,36886.850000000006,44145.46499320985,2803.6465000000003
138.0,152.0,21.0,36886.850000000006,44535.86499320985,2803.6465000000003
139.0,152.0,21.0,36906.850000000006,44535.86499320985,2803.6465000000003
139.0,153.0,21.0,36906.850000000006,44873.36499320985,2803.6465000000003
139.0,153.0,21.0,36906.850000000006,45155.36499320985,2803.6465000000003
139.0,154.0,21.0,36906.850000000006,45204.36499320985,2803.6465000000003
139.0,154.0,21.0,36906.850000000006,45304.36499320985,2803.6465000000003
139.0,155.0,21.0,36906.850000000006,45916.36499320985,2803.6465000000003
139.0,156.0,22.0,36906.850000000006,46036.36499320985,2806.6465000000003
139.0,157.0,22.0,36906.850000000006,46086.26499320985,2806.6465000000003
139.0,158.0,22.0,36906.850000000006,46686.26499320985,2806.6465000000003
139.0,159.0,22.0,36906.850000000006,46831.26499320985,2806.6465000000003
139.0,160.0,22.0,36906.850000000006,47071.26499320985,2806.6465000000003
139.0,161.0,22.0,36906.850000000006,47361.26499320985,2806.6465000000003
139.0,162.0,22.0,36906.850000000006,47446.26499320985,2806.6465000000003
139.0,163.0,22.0,36906.850000000006,48346.26499320985,2806.6465000000003
139.0,164.0,22.0,36906.850000000006,48946.26499320985,2806.6465000000003
139.0,165.0,22.0,36906.850000000006,49006.96499320985,2806.6465000000003
139.0,166.0,22.0,36906.850000000006,49067.664993209844,2806.6465000000003
139.0,167.0,22.0,36906.850000000006,49667.664993209844,2806.6465000000003
139.0,168.0,22.0,36906.850000000006,49728.36499320984,2806.6465000000003
139.0,169.0,22.0,36906.850000000006,49780.86499320984,2806.6465000000003
139.0,170.0,22.0,36906.850000000006,49841.56499320984,2806.6465000000003
139.0,171.0,22.0,36906.850000000006,49856.56499320984,2806.6465000000003
139.0,172.0,22.0,36906.850000000006,49871.56499320984,2806.6465000000003
139.0,173.0,22.0,36906.850000000006,49924.06499320984,2806.6465000000003
139.0,174.0,22.0,36906.850000000006,50224.06499320984,2806.6465000000003
139.0,175.0,22.0,36906.850000000006,51124.06499320984,2806.6465000000003
139.0,176.0,22.0,36906.850000000006,52024.06499320984,2806.6465000000003
139.0,177.0,22.0,36906.850000000006,52924.06499320984,2806.6465000000003
139.0,178.0,22.0,36906.850000000006,52939.06499320984,2806.6465000000003
139.0,178.0,22.0,36906.850000000006,52814.06499320984,2806.6465000000003
139.0,179.0,22.0,36906.850000000006,53064.06499320984,2806.6465000000003
140.0,179.0,22.0,37256.850000000006,53064.06499320984,2806.6465000000003
141.0,179.0,22.0,37756.850000000006,53064.06499320984,2806.6465000000003
141.0,180.0,22.0,37756.850000000006,53564.06499320984,2806.6465000000003
141.0,181.0,22.0,37756.850000000006,54064.06499320984,2806.6465000000003
141.0,182.0,22.0,37756.850000000006,54114.06499320984,2806.6465000000003
141.0,183.0,22.0,37756.850000000006,54163.06499320984,2806.6465000000003
