q_id,q_status,q_date,wd_date,on_date,county_1,type1,type2,type3,mw1,mw2,mw3
375,withdrawn,2008-05-28,2008-11-26,,kern,Steam Turbine,,,50.0,,
379,withdrawn,2008-05-28,,,sutter,Gas,,,600.0,,
376,withdrawn,2008-05-28,2008-12-19,,san bernardino,Steam Turbine,,,612.0,,
377,withdrawn,2008-05-28,2008-11-26,,alameda,Gas,,,600.0,,
380,withdrawn,2008-05-29,2008-11-12,,san bernardino,Steam Turbine,,,145.0,,
386,withdrawn,2008-05-29,,,imperial,Steam Turbine,,,600.0,,
398,withdrawn,2008-05-29,,,churchill,Steam Turbine,,,61.0,,
381,withdrawn,2008-05-29,,,clark,Steam Turbine,,,240.0,,
383,withdrawn,2008-05-29,2014-11-18,,los angeles,Gas,,,85.0,,
397,withdrawn,2008-05-29,2008-11-26,,churchill,Steam Turbine,,,53.0,,
393,withdrawn,2008-05-29,,,inyo,Steam Turbine,,,15.0,,
391,withdrawn,2008-05-29,,,inyo,Steam Turbine,,,15.0,,
396,withdrawn,2008-05-29,,,churchill,Steam Turbine,,,61.0,,
389,withdrawn,2008-05-29,2009-12-17,,maricopa,Steam Turbine,,,900.0,,
390,withdrawn,2008-05-29,2009-12-17,,maricopa,Steam Turbine,,,300.0,,
385,withdrawn,2008-05-29,,,san bernardino,Steam Turbine,,,600.0,,
387,withdrawn,2008-05-29,,,la paz,Steam Turbine,,,900.0,,
392,withdrawn,2008-05-29,,,inyo,Steam Turbine,,,15.0,,
384,withdrawn,2008-05-29,,,san bernardino,Steam Turbine,,,900.0,,
382,withdrawn,2008-05-29,,,san bernardino,Steam Turbine,,,290.0,,
394,withdrawn,2008-05-29,,,churchill,Steam Turbine,,,61.0,,
395,withdrawn,2008-05-29,2008-11-26,,churchill,Steam Turbine,,,53.0,,
399,withdrawn,2008-05-29,,,churchill,Steam Turbine,,,61.0,,
388,withdrawn,2008-05-29,,,la paz,Steam Turbine,,,900.0,,
446,withdrawn,2008-05-30,2008-11-25,,orange,Gas,,,49.0,,
413,withdrawn,2008-05-30,2008-11-21,,san bernardino,Steam Turbine,,,280.0,,
429,operational,2008-05-30,,2018-11-06,imperial,Solar,,,100.0,,
426,withdrawn,2008-05-30,2008-11-26,,clark,Steam Turbine,,,250.0,,
422,withdrawn,2008-05-30,2008-11-26,,riverside,Steam Turbine,,,50.0,,
427,withdrawn,2008-05-30,2009-12-17,,kern,Steam Turbine,,,250.0,,
415,withdrawn,2008-05-30,2008-11-21,,riverside,Steam Turbine,,,280.0,,
443,withdrawn,2008-05-30,2008-11-25,,san diego,Gas,,,49.0,,
405,withdrawn,2008-05-30,2008-11-26,,imperial,Steam Turbine,,,450.0,,
424,withdrawn,2008-05-30,2008-11-26,,san bernardino,Steam Turbine,,,250.0,,
437,withdrawn,2008-05-30,2008-10-24,,shasta,Wind,,,350.0,,
409,withdrawn,2008-05-30,,,kern,Wind,,,150.0,,
434,withdrawn,2008-05-30,2008-11-26,,san bernardino,Steam Turbine,,,500.0,,
450,withdrawn,2008-05-30,2008-11-26,,los angeles,Wind,,,1150.0,,
444,withdrawn,2008-05-30,2008-11-25,,san diego,Gas,,,49.0,,
435,withdrawn,2008-05-30,,,la paz,Steam Turbine,,,250.0,,
400,withdrawn,2008-05-30,,,kern,Solar,,,700.0,,
417,withdrawn,2008-05-30,,,contra costa,Wind,,,14.0,,
441,withdrawn,2008-05-30,2008-11-26,,lake,Steam Turbine,,,50.0,,
430,withdrawn,2008-05-30,,,kern,Steam Turbine,,,250.0,,
423,withdrawn,2008-05-30,2008-11-26,,riverside,Steam Turbine,,,50.0,,
432,withdrawn,2008-05-30,,,riverside,Steam Turbine,,,250.0,,
416,withdrawn,2008-05-30,2008-11-21,,riverside,Steam Turbine,,,280.0,,
410,withdrawn,2008-05-30,2008-11-26,,riverside,Steam Turbine,,,50.0,,
402,withdrawn,2008-05-30,,,kern,Gas,,,600.0,,
421,active,2008-05-30,,,riverside,Solar,Battery,,50.0,15.0,
420,withdrawn,2008-05-30,2009-12-11,,san diego,Steam Turbine,,,50.0,,
447,withdrawn,2008-05-30,2008-11-25,,san diego,Gas,,,49.0,,
445,withdrawn,2008-05-30,2008-11-25,,san diego,Gas,,,49.0,,
431,withdrawn,2008-05-30,,,riverside,Steam Turbine,,,150.0,,
412,operational,2008-05-30,,2014-06-19,los angeles,Solar,,,250.0,,
418,withdrawn,2008-05-30,2008-11-25,,san joaquin,Gas,,,400.0,,
436,withdrawn,2008-05-30,2008-11-26,,maricopa,Steam Turbine,,,250.0,,
442,operational,2008-05-30,,2014-07-30,imperial,Solar,,,125.0,,
433,withdrawn,2008-05-30,2008-11-26,,san bernardino,Steam Turbine,,,250.0,,
439,withdrawn,2008-05-30,2008-11-26,,riverside,Steam Turbine,,,500.0,,
448,withdrawn,2008-05-30,2008-11-25,,san diego,Gas,,,49.0,,
440,withdrawn,2008-05-30,2008-11-26,,kern,Steam Turbine,,,500.0,,
451,withdrawn,2008-05-30,2008-11-26,,san bernardino,Steam Turbine,,,1150.0,,
404,withdrawn,2008-05-30,,,kern,Gas,,,450.0,,
411,withdrawn,2008-05-30,2008-11-26,,riverside,Steam Turbine,,,50.0,,
438,withdrawn,2008-05-30,2008-11-26,,kern,Wind,,,500.0,,
401,withdrawn,2008-05-30,,,los angeles,Steam Turbine,,,50.0,,
425,withdrawn,2008-05-30,2008-11-26,,riverside,Steam Turbine,,,250.0,,
406,withdrawn,2008-05-30,2008-11-26,,san diego,Wind,,,130.0,,
408,operational,2008-05-30,,2015-06-25,kern,Solar,,,276.0,,
449,withdrawn,2008-05-30,2008-12-19,,riverside,Steam Turbine,,,250.0,,
419,withdrawn,2008-05-30,2008-11-26,,fresno,Gas,,,188.0,,
403,withdrawn,2008-05-30,,,kern,Solar,,,30.0,,
407,operational,2008-05-30,,2015-06-08,kern,Solar,,,310.0,,
428,withdrawn,2008-05-30,2008-11-26,,san bernardino,Steam Turbine,,,250.0,,
414,withdrawn,2008-05-30,2008-11-21,,imperial,Steam Turbine,,,280.0,,
452,withdrawn,2008-06-02,2008-11-24,,solano,Gas,,,730.0,,
457,withdrawn,2008-06-02,2008-11-26,,riverside,Solar,,,55.0,,
461,withdrawn,2008-06-02,,,san bernardino,Solar,,,40.0,,
466,withdrawn,2008-06-02,,,riverside,Solar,,,100.0,,
460,withdrawn,2008-06-02,,,kern,Solar,,,40.0,,
462,withdrawn,2008-06-02,2008-11-25,,san diego,Solar,,,59.0,,
455,withdrawn,2008-06-02,,,los angeles,Steam Turbine,,,141.0,,
459,withdrawn,2008-06-02,2008-11-25,,san diego,Solar,,,50.0,,
456,withdrawn,2008-06-02,2008-11-26,,los angeles,Steam Turbine,,,840.0,,
453,withdrawn,2008-06-02,2008-11-26,,la paz,Steam Turbine,,,250.0,,
458,withdrawn,2008-06-02,,,riverside,Solar,,,50.0,,
463,withdrawn,2008-06-02,2008-11-25,,san diego,Solar,,,59.0,,
465,withdrawn,2008-06-02,2008-11-25,,kern,Solar,,,40.0,,
467,active,2008-06-02,,,clark,Other,,,230.0,200.0,
468,operational,2008-06-02,,2014-06-10,yuma,Solar,,,290.0,,
454,withdrawn,2008-06-02,2008-11-26,,imperial,Steam Turbine,,,84.0,,
464,withdrawn,2008-06-02,2008-11-25,,kern,Solar,,,40.0,,
469,withdrawn,2008-07-14,2008-11-18,,amador,Steam Turbine,,,16.0,,
470,withdrawn,2008-07-30,,,kings,Solar,,,20.0,,
471,withdrawn,2008-07-30,,,kings,Solar,,,20.0,,
472,operational,2008-08-11,,2010-09-09,,Steam Turbine,,,11.0,,
473,operational,2008-09-12,,2013-03-08,tulare,Solar,,,20.0,,
474,withdrawn,2008-09-15,,,san bernardino,Solar,,,20.0,,
475,withdrawn,2008-10-08,2009-10-26,,riverside,Wind,,,20.0,,
476,withdrawn,2008-10-23,,,marin,Gas,,,9.9,,
477,operational,2009-02-06,,2012-05-15,butte,Gas,,,4.0,,
478,operational,2009-02-17,,2013-08-14,kings,Solar,,,20.0,,
479,operational,2009-03-13,,2013-06-25,tulare,Solar,,,20.0,,
480,withdrawn,2009-03-16,,,san diego,Solar,,,20.0,,
481,operational,2009-04-20,,2012-01-30,amador,Steam Turbine,,,18.0,,
482,operational,2009-04-24,,2015-06-11,tulare,Solar,,,20.0,,
483,withdrawn,2009-04-29,,,kern,Solar,,,10.0,,
484,operational,2009-06-11,,2015-04-10,san francisco,Solar,,,20.0,,
485,withdrawn,2009-06-18,,,kern,Wind,,,20.0,,
486,withdrawn,2009-06-29,,,kern,Solar,,,20.0,,
513A,withdrawn,2009-07-31,,,san diego,Gas,,,190.0,,
506,active,2009-07-31,,,kern,Solar,Battery,,300.0,148.0,
505,withdrawn,2009-07-31,2010-11-19,,kern,Solar,Wind,,975.0,125.0,
490,withdrawn,2009-07-31,2013-12-17,,san diego,Steam Turbine,,,48.0,,
502,operational,2009-07-31,,2016-08-23,clark,Solar,,,20.0,,
489,withdrawn,2009-07-31,,,solano,Wind,,,99.0,,
494,withdrawn,2009-07-31,,,kern,Solar,,,150.0,,
498,withdrawn,2009-07-31,2010-11-20,,san bernardino,Steam Turbine,,,20.0,,
504,withdrawn,2009-07-31,,,kern,Wind,,,688.0,,
491,withdrawn,2009-07-31,2011-12-14,,san bernardino,Solar,,,230.0,,
501,withdrawn,2009-07-31,,,yuma,Solar,,,750.0,,
500,withdrawn,2009-07-31,,,lincoln,Steam Turbine,,,960.0,,
487,withdrawn,2009-07-31,2010-10-15,,kern,Solar,,,600.0,,
495,operational,2009-07-31,,2012-03-31,tuolumne,Hydro,,,7.2,,
488,withdrawn,2009-07-31,,,clark,Steam Turbine,,,92.0,,
493,operational,2009-07-31,,2013-07-30,imperial,Wind,,,265.0,,
503,operational,2009-07-31,,2015-06-14,clark,Solar,,,155.0,,
508,withdrawn,2009-07-31,2010-10-15,,fresno,Gas,,,58.0,,
507,withdrawn,2009-07-31,,,contra costa,Gas,,,131.0,,
510,operational,2009-07-31,,,imperial,Solar,,,130.0,,
509,operational,2009-07-31,,,san diego,Gas,,,50.0,,
497,withdrawn,2009-07-31,2010-11-20,,san bernardino,Steam Turbine,,,6.0,,
492,withdrawn,2009-07-31,,,kern,Solar,,,350.0,,
514,withdrawn,2009-07-31,,,kern,Solar,,,20.0,,
499,withdrawn,2009-07-31,,,san bernardino,Steam Turbine,,,40.0,,
513,withdrawn,2009-07-31,,,los angeles,Solar,,,141.0,,
512,withdrawn,2009-07-31,,,los angeles,Solar,,,2.0,,
511,withdrawn,2009-07-31,2009-11-30,,kern,Steam Turbine,,,93.0,,
496,withdrawn,2009-07-31,,,yuma,Steam Turbine,,,960.0,,
515,withdrawn,2009-08-12,,,kern,Solar,,,20.0,,
522C,withdrawn,2009-08-19,,,kern,Solar,,,20.0,,
520,withdrawn,2009-08-19,,,kern,Solar,,,20.0,,
518,withdrawn,2009-08-19,,,kern,Solar,,,20.0,,
517,operational,2009-08-19,,,kern,Solar,,,20.0,,
519,withdrawn,2009-08-19,,,kern,Solar,,,20.0,,
516,withdrawn,2009-08-21,,,san diego,Solar,,,20.0,,
523,withdrawn,2009-08-21,,,kings,Solar,,,20.0,,
523A,withdrawn,2009-08-26,,,kern,Solar,,,20.0,,
524,withdrawn,2009-09-02,2010-12-15,,san bernardino,Solar,,,20.0,,
525,withdrawn,2009-09-11,2010-11-30,,kern,Solar,,,20.0,,
526,operational,2009-09-11,,2017-03-09,fresno,Solar,,,20.0,,
527,withdrawn,2009-09-23,,,inyo,Solar,,,20.0,,
528,withdrawn,2009-10-05,,,solano,Solar,,,20.0,,
529,operational,2009-10-19,,2016-01-15,kings,Solar,,,20.0,,
529A,withdrawn,2009-10-23,2014-10-13,,fresno,Gas,,,15.0,,
530,withdrawn,2009-10-29,,,tulare,Solar,,,20.0,,
531B,withdrawn,2009-10-29,,,los angeles,Solar,,,20.0,,
531,withdrawn,2009-10-29,,,tulare,Solar,,,16.0,,
532,operational,2009-11-02,,2017-04-15,fresno,Solar,,,20.0,,
533,withdrawn,2009-11-11,,,kern,Solar,,,20.0,,
534,withdrawn,2009-11-13,,,san benito,Solar,,,20.0,,
536,withdrawn,2009-11-19,,,merced,Solar,,,20.0,,
537A,withdrawn,2009-11-23,,,kern,Wind,,,20.0,,
538,withdrawn,2009-12-16,,,fresno,Solar,,,20.0,,
539,active,2009-12-18,,,stanislaus,Solar,Battery,,20.0,20.0,
540,withdrawn,2009-12-22,,,los angeles,Solar,,,20.0,,
541A,withdrawn,2010-01-05,,,los angeles,Solar,,,20.0,,
541B,withdrawn,2010-01-05,2010-12-27,,los angeles,Solar,,,20.0,,
541,withdrawn,2010-01-05,,,fresno,Solar,,,20.0,,
546,withdrawn,2010-01-06,2012-12-17,,los angeles,Solar,,,15.0,,
544,withdrawn,2010-01-06,,,kern,Solar,,,20.0,,
547,withdrawn,2010-01-06,2012-12-17,,los angeles,Solar,,,20.0,,
542,withdrawn,2010-01-06,2013-10-30,,fresno,Solar,,,20.0,,
543,withdrawn,2010-01-06,,,fresno,Solar,,,20.0,,
545,withdrawn,2010-01-06,,,kern,Solar,,,20.0,,
549,withdrawn,2010-01-15,,,merced,Solar,,,20.0,,
548,operational,2010-01-15,,2015-03-23,kings,Solar,,,20.0,,
550,withdrawn,2010-01-19,,,merced,Solar,,,20.0,,
551,withdrawn,2010-01-27,,,kern,Solar,,,20.0,,
572,withdrawn,2010-02-01,,,riverside,Solar,,,110.0,,
556,withdrawn,2010-02-01,,,mendocino,Wind,,,126.0,,
589,withdrawn,2010-02-01,,,san bernardino,Solar,,,1.0,,
596,withdrawn,2010-02-01,2010-11-19,,kings,Solar,,,20.0,,
585,withdrawn,2010-02-01,,,los angeles,Wind,,,150.0,,
605,withdrawn,2010-02-01,2010-11-30,,clark,Steam Turbine,,,600.0,,
603,withdrawn,2010-02-01,,,kern,Solar,,,146.0,,
600,withdrawn,2010-02-01,,,merced,Solar,,,20.0,,
553,withdrawn,2010-02-01,,,san benito,Solar,,,400.0,,
570,withdrawn,2010-02-01,,,shasta,Wind,,,102.0,,
598,withdrawn,2010-02-01,2010-11-20,,kings,Solar,,,18.0,,
594,withdrawn,2010-02-01,2010-11-20,,merced,Solar,,,20.0,,
592,withdrawn,2010-02-01,,,kings,Solar,,,250.0,,
565,withdrawn,2010-02-01,,,san diego,Gas,,,100.0,,
559,operational,2010-02-01,,,kern,Solar,,,60.0,,
602,operational,2010-02-01,,,kern,Solar,,,145.0,,
597,withdrawn,2010-02-01,2010-11-20,,madera,Solar,,,15.0,,
562,withdrawn,2010-02-01,,,san bernardino,Solar,,,420.0,,
568,operational,2010-02-01,,2013-08-08,alameda,Gas,,,25.0,,
588,withdrawn,2010-02-01,,,riverside,Solar,,,1.0,,
555,withdrawn,2010-02-01,2011-10-26,,san diego,Wind,,,92.0,,
558,operational,2010-02-01,,2015-05-20,kings,Solar,,,20.0,,
574,operational,2010-02-01,,2016-11-03,san diego,Gas,,,308.0,,
576,operational,2010-02-01,,,riverside,Solar,Battery,,224.0,112.0,
599,withdrawn,2010-02-01,,,san joaquin,Solar,,,20.0,,
579,withdrawn,2010-02-01,,,madera,Solar,,,220.0,,
571,withdrawn,2010-02-01,,,kern,Solar,,,450.0,,
595,withdrawn,2010-02-01,2010-11-19,,kings,Solar,,,15.0,,
591,withdrawn,2010-02-01,,,san diego,Solar,,,40.0,,
563,withdrawn,2010-02-01,,,los angeles,Solar,,,22.0,,
581,operational,2010-02-01,,2016-08-15,kings,Solar,,,100.0,,
569,withdrawn,2010-02-01,,,sutter,Gas,,,600.0,,
580,withdrawn,2010-02-01,,,riverside,Solar,,,170.0,,
567,withdrawn,2010-02-01,2010-12-22,,riverside,Hydro,,,1400.0,,
554,withdrawn,2010-02-01,,,shasta,Wind,,,138.0,,
608,operational,2010-02-01,,2016-01-21,imperial,Solar,,,150.0,,
577,operational,2010-02-01,,,merced,Solar,,,110.0,,
587,withdrawn,2010-02-01,,,fresno,Steam Turbine,,,107.0,,
604,withdrawn,2010-02-01,2010-11-24,,imperial,Gas,,,600.0,,
573,withdrawn,2010-02-01,,,kern,Solar,,,50.0,,
561,withdrawn,2010-02-01,,,imperial,Solar,,,200.0,,
606,operational,2010-02-01,,2012-05-31,san joaquin,Gas,,,20.0,,
566,withdrawn,2010-02-01,2010-12-22,,kern,Solar,,,21.0,,
586,withdrawn,2010-02-01,,,sonoma,Steam Turbine,,,42.0,,
590,operational,2010-02-01,,,imperial,Solar,,,147.0,,
560,withdrawn,2010-02-01,2013-11-22,,merced,Solar,,,100.0,,
575,withdrawn,2010-02-01,2010-11-20,,solano,Gas,,,9.6,,
584,withdrawn,2010-02-01,,,los angeles,Solar,,,150.0,,
601,withdrawn,2010-02-01,2010-11-20,,kings,Solar,,,10.0,,
552,withdrawn,2010-02-01,,,san bernardino,Solar,Battery,,60.0,60.0,
578,withdrawn,2010-02-01,,,san bernardino,Solar,,,70.0,,
564,withdrawn,2010-02-01,,,los angeles,Solar,,,23.0,,
583,withdrawn,2010-02-01,2015-11-23,,san diego,Wind,,,58.0,,
607,operational,2010-02-01,,2015-06-20,fresno,Solar,,,60.0,,
582,withdrawn,2010-02-01,,,kern,Solar,,,500.0,,
557,operational,2010-02-01,,2014-10-01,tulare,Solar,,,20.0,,
593,withdrawn,2010-02-01,,,mojave,Solar,,,310.0,,
610,withdrawn,2010-02-05,,,fresno,Solar,,,20.0,,
611,withdrawn,2010-02-17,,,fresno,Solar,,,20.0,,
612,withdrawn,2010-02-19,,,fresno,Solar,,,13.0,,
613,withdrawn,2010-02-19,,,fresno,Solar,,,20.0,,
613A,withdrawn,2010-02-24,,,kern,Wind,,,20.0,,
614,withdrawn,2010-03-02,2013-12-26,,fresno,Solar,,,20.0,,
614A,withdrawn,2010-03-04,,,kern,Solar,,,20.0,,
615,withdrawn,2010-03-10,,,kern,Solar,,,20.0,,
616,withdrawn,2010-03-17,,,riverside,Solar,,,20.0,,
617,withdrawn,2010-03-22,2013-11-25,,san joaquin,Solar,,,20.0,,
617AA,withdrawn,2010-03-26,,,riverside,Solar,,,20.0,,
617A,withdrawn,2010-03-30,,,los angeles,Solar,,,20.0,,
617C,withdrawn,2010-03-31,,,mono,Solar,,,20.0,,
617B,withdrawn,2010-03-31,,,tulare,Solar,,,20.0,,
618,withdrawn,2010-04-01,2010-12-27,,fresno,Solar,,,20.0,,
618A,withdrawn,2010-04-19,,,fresno,Solar,,,20.0,,
618B,withdrawn,2010-04-19,,,fresno,Solar,,,10.0,,
619,withdrawn,2010-04-22,,,los angeles,Solar,,,14.0,,
620,operational,2010-04-26,,,kern,Solar,,,20.0,,
620A,withdrawn,2010-04-26,,,kern,Solar,,,20.0,,
621,withdrawn,2010-04-26,,,imperial,Solar,,,20.0,,
622B,operational,2010-05-05,,2014-05-21,kern,Solar,,,20.0,,
621A,operational,2010-05-05,,2014-06-26,kern,Solar,,,20.0,,
622,withdrawn,2010-05-06,,,kern,Solar,,,10.0,,
623,withdrawn,2010-05-10,,,kern,Solar,,,20.0,,
623A,withdrawn,2010-05-10,,,san diego,Solar,,,10.0,,
625,active,2010-05-14,,,kings,Solar,Battery,,20.0,20.0,
624,withdrawn,2010-05-14,,,kern,Solar,,,20.0,,
626,withdrawn,2010-05-17,,,kings,Solar,,,20.0,,
627,withdrawn,2010-05-18,2010-10-12,,los angeles,Solar,,,20.0,,
630,withdrawn,2010-05-20,,,kern,Solar,,,4.9,,
629,withdrawn,2010-05-20,,,stanislaus,Solar,,,20.0,,
631,withdrawn,2010-05-24,,,fresno,Solar,,,20.0,,
632,operational,2010-05-25,,,fresno,Solar,,,19.0,,
632A,withdrawn,2010-05-27,,,stanislaus,Solar,,,20.0,,
632B,operational,2010-06-01,,,fresno,Solar,,,20.0,,
632C,withdrawn,2010-06-01,,,fresno,Solar,,,20.0,,
633,operational,2010-06-02,,2014-02-14,fresno,Solar,,,18.0,,
634,withdrawn,2010-06-30,,,kings,Solar,,,20.0,,
635,withdrawn,2010-07-01,,,merced,Solar,,,20.0,,
637,operational,2010-07-06,,2013-06-06,kings,Solar,,,20.0,,
636,operational,2010-07-06,,,kings,Solar,,,20.0,,
638,withdrawn,2010-07-08,,,fresno,Solar,,,10.0,,
638A,withdrawn,2010-07-09,,,fresno,Solar,,,12.0,,
640,withdrawn,2010-07-15,,,kern,Solar,,,20.0,,
639,withdrawn,2010-07-15,,,los angeles,Solar,,,20.0,,
640B,withdrawn,2010-07-20,,,merced,Solar,,,20.0,,
640A,withdrawn,2010-07-20,,,fresno,Solar,,,20.0,,
641,withdrawn,2010-07-23,2010-12-23,,kern,Steam Turbine,,,11.0,,
642,withdrawn,2010-07-30,,,glenn,Solar,,,20.0,,
643AF,withdrawn,2010-07-31,,,riverside,Solar,,,500.0,,
643E,withdrawn,2010-07-31,,,fresno,Solar,,,200.0,,
643T,operational,2010-07-31,,2014-01-01,maricopa,Solar,,,165.0,,
643N,withdrawn,2010-07-31,,,fresno,Solar,Gas,,120.0,49.0,
643R,operational,2010-07-31,,2019-06-11,kern,Solar,,,153.0,,
643O,withdrawn,2010-07-31,,,yolo,Solar,,,20.0,,
643D,withdrawn,2010-07-31,,,kings,Solar,,,150.0,,
643AE,operational,2010-07-31,,,riverside,Solar,Battery,,150.0,35.0,
643AD,withdrawn,2010-07-31,,,inyo,Steam Turbine,,,95.0,,
643P,withdrawn,2010-07-31,2010-11-16,,kern,Solar,,,480.0,,
643X,operational,2010-07-31,,2022-03-16,fresno,Solar,Battery,,200.0,72.0,
643AM,operational,2010-07-31,,2014-08-15,imperial,Solar,,,45.0,,
643,withdrawn,2010-07-31,,,fresno,Wind,,,150.0,,
643AP,withdrawn,2010-07-31,,,imperial,Wind,,,16.0,,
643AQ,withdrawn,2010-07-31,,,yuma,Solar,,,238.0,,
643Y,withdrawn,2010-07-31,,,kings,Solar,,,80.0,,
643Q,withdrawn,2010-07-31,2010-11-23,,kern,Solar,,,80.0,,
643AC,withdrawn,2010-07-31,,,riverside,Steam Turbine,,,750.0,,
643W,operational,2010-07-31,,,kings,Solar,Battery,,100.0,75.0,
643AH,withdrawn,2010-07-31,,,riverside,Solar,,,170.0,,
643AL,withdrawn,2010-07-31,,,yuma,Steam Turbine,,,1000.0,,
643AB,withdrawn,2010-07-31,,,los angeles,Steam Turbine,,,260.0,,
643B,withdrawn,2010-07-31,2010-11-26,,baja california,Wind,,,300.0,,
643AR,withdrawn,2010-07-31,,,churchill,Steam Turbine,,,364.0,,
643U,withdrawn,2010-07-31,,,imperial,Solar,,,500.0,,
643K,withdrawn,2010-07-31,,,fresno,Solar,,,289.0,,
643G,operational,2010-07-31,,2015-09-09,,Steam Turbine,,,27.0,27.0,
643C,withdrawn,2010-07-31,,,baja california,Wind,,,540.0,,
643AS,withdrawn,2010-07-31,,,riverside,Solar,,,200.0,,
643V,withdrawn,2010-07-31,,,imperial,Solar,,,250.0,,
643I,withdrawn,2010-07-31,,,fresno,Solar,,,200.0,,
643H,withdrawn,2010-07-31,,,kings,Solar,,,600.0,,
643AG,withdrawn,2010-07-31,,,inyo,Solar,,,50.0,,
643AJ,operational,2010-07-31,,2019-01-29,kern,Solar,,,100.0,,
643A,withdrawn,2010-07-31,,,kern,Solar,,,300.0,,
643M,withdrawn,2010-07-31,,,fresno,Solar,Gas,,240.0,49.0,
643F,withdrawn,2010-07-31,,,placer,Solar,,,220.0,,
643AT,withdrawn,2010-07-31,,,clark,Solar,,,242.0,,
643J,withdrawn,2010-07-31,,,fresno,Solar,,,1.0,,
643AN,withdrawn,2010-07-31,,,san diego,Solar,Wind,,66.0,20.0,
643Z,withdrawn,2010-07-31,,,kern,Solar,,,150.0,,
643AO,withdrawn,2010-07-31,,,imperial,Solar,,,200.0,,
643AA,withdrawn,2010-07-31,,,los angeles,Wind,,,200.0,,
643L,withdrawn,2010-07-31,,,fresno,Solar,Gas,,240.0,49.0,
643AK,withdrawn,2010-07-31,,,churchill,Steam Turbine,,,5.6,,
643AI,withdrawn,2010-07-31,,,clark,Solar,,,300.0,,
643S,withdrawn,2010-07-31,,,fresno,Solar,,,320.0,,
644,operational,2010-08-16,,,madera,Solar,,,20.0,,
644A,operational,2010-08-17,,2017-07-25,san diego,Solar,,,20.0,,
645,withdrawn,2010-08-19,,,monterey,Solar,,,20.0,,
645A,withdrawn,2010-08-23,,,kern,Solar,,,20.0,,
646,withdrawn,2010-08-25,,,fresno,Solar,,,8.0,,
647,withdrawn,2010-08-25,,,fresno,Solar,,,20.0,,
648,withdrawn,2010-08-25,2016-11-21,,fresno,Solar,,,20.0,,
649,withdrawn,2010-08-25,,,fresno,Solar,,,12.0,,
650,withdrawn,2010-09-07,,,fresno,Solar,,,20.0,,
650AC,withdrawn,2010-09-08,,,kings,Solar,,,20.0,,
650A,withdrawn,2010-09-08,,,los angeles,Solar,,,20.0,,
650AB,operational,2010-09-08,,,kings,Solar,,,20.0,,
650B,withdrawn,2010-09-13,2010-11-17,,riverside,Solar,,,20.0,,
651,withdrawn,2010-09-16,,,yuba,Solar,,,15.0,,
651A,operational,2010-09-21,,,los angeles,Solar,,,20.0,,
652,withdrawn,2010-09-23,,,fresno,Solar,,,20.0,,
653BA,withdrawn,2010-09-29,,,kern,Solar,,,20.0,,
653A,withdrawn,2010-09-29,,,kern,Solar,,,20.0,,
653B,operational,2010-09-29,,2015-01-27,kern,Solar,,,20.0,,
653,withdrawn,2010-09-29,,,kings,Solar,,,20.0,,
653D,withdrawn,2010-09-30,,,fresno,Solar,,,20.0,,
653EA,operational,2010-09-30,,2015-04-07,kern,Solar,,,20.0,,
653ED,withdrawn,2010-09-30,,,san diego,Solar,,,20.0,,
653EC,withdrawn,2010-09-30,,,kings,Solar,,,20.0,,
653C,withdrawn,2010-09-30,,,santa barbara,Solar,,,20.0,,
653E,withdrawn,2010-09-30,,,fresno,Solar,,,20.0,,
653EB,withdrawn,2010-09-30,,,kern,Solar,,,20.0,,
653EF,withdrawn,2010-10-05,,,kern,Solar,,,20.0,,
653FB,withdrawn,2010-10-13,,,los angeles,Solar,,,20.0,,
653F,active,2010-10-13,,,yolo,Solar,Battery,,12.0,12.0,
653FA,withdrawn,2010-10-13,,,los angeles,Solar,,,20.0,,
653H,operational,2010-10-20,,2016-12-01,los angeles,Solar,,,10.0,,
653G,withdrawn,2010-10-20,,,fresno,Solar,,,20.0,,
649A,withdrawn,2010-10-25,,,solano,Solar,,,14.0,,
654,operational,2010-10-25,,2015-02-19,kern,Solar,,,20.0,,
656,withdrawn,2010-11-11,,,kern,Solar,,,10.0,,
655,withdrawn,2010-11-11,,,kern,Solar,,,20.0,,
657,withdrawn,2010-11-12,,,butte,Solar,,,20.0,,
657A,withdrawn,2010-11-15,,,los angeles,Solar,,,20.0,,
657B,withdrawn,2010-11-19,,,kern,Solar,,,20.0,,
659,operational,2010-12-15,,2016-05-06,los angeles,Solar,,,20.0,,
660,operational,2010-12-15,,,los angeles,Solar,,,20.0,,
664,withdrawn,2010-12-15,,,los angeles,Solar,,,20.0,,
663,withdrawn,2010-12-15,,,los angeles,Solar,,,20.0,,
662,operational,2010-12-15,,,los angeles,Solar,,,20.0,,
725,withdrawn,2011-03-31,,,fresno,Solar,,,90.0,,
707,withdrawn,2011-03-31,,,stanislaus,Solar,,,70.0,,
730,withdrawn,2011-03-31,,,riverside,Solar,,,500.0,,
843,withdrawn,2011-03-31,,,kern,Solar,,,35.0,,
698,withdrawn,2011-03-31,,,churchill,Steam Turbine,,,38.0,,
763,withdrawn,2011-03-31,,,fresno,Solar,,,20.0,,
723,operational,2011-03-31,,2020-05-30,madera,Solar,,,50.0,,
733,withdrawn,2011-03-31,,,monterey,Wind,,,150.0,,
826,withdrawn,2011-03-31,,,kern,Solar,,,20.0,,
