q_id,q_status,q_date,wd_date,on_date,county_1,type1,type2,type3,mw1,mw2,mw3
25INR0293,active,2023-10-13,,,wharton,Battery,,,205.0,,
27INR0085,active,2023-10-13,,,grimes,Battery,,,201.0,,
26INR0211,active,2023-10-13,,,san patricio,Solar,,,287.0,,
25INR0494,active,2023-10-13,,,brazoria,Wind,,,204.0,,
26INR0230,active,2023-10-13,,,pecos,Solar,,,407.0,,
26INR0235,active,2023-10-13,,,liberty,Solar,,,188.0,,
26INR0333,active,2023-10-13,,,galveston,Battery,,,412.0,,
26INR0294,active,2023-10-13,,,angelina,Gas,,,612.0,,
25INR0545,active,2023-10-13,,,wharton,Battery,,,101.0,,
25INR0557,active,2023-10-13,,,upton,Battery,,,410.0,,
26INR0277,active,2023-10-13,,,culberson,Solar,,,510.0,,
25INR0540,active,2023-10-13,,,erath,Battery,,,101.0,,
26INR0338,active,2023-10-13,,,grayson,Battery,,,201.0,,
25INR0512,active,2023-10-13,,,fayette,Solar,,,200.0,,
27INR0083,active,2023-10-13,,,bee,Battery,,,126.0,,
25INR0544,active,2023-10-19,,,matagorda,Battery,,,101.0,,
25INR0492,active,2023-10-20,,,wilbarger,Wind,Battery,,75.0,,
26INR0328,active,2023-10-25,,,dewitt,Battery,,,150.0,,
26INR0313,active,2023-10-25,,,hill,Solar,,,70.0,,
26INR0241,active,2023-10-25,,,ellis,Solar,Battery,,175.0,58.0,
26INR0259,active,2023-10-25,,,colorado,Battery,,,201.0,,
24INR0630,active,2023-10-25,,,scurry,Battery,,,0.0,,
26INR0260,active,2023-10-25,,,val verde,Battery,,,103.0,,
25INR0563,withdrawn,2023-10-25,,,erath,Battery,,,101.0,,
27INR0092,active,2023-10-25,,,leon,Battery,,,157.0,,
25INR0566,active,2023-10-25,,,brazoria,Battery,,,101.0,,
26INR0297,active,2023-10-25,,,nolan,Wind,,,18.0,,
26INR0258,active,2023-10-25,,,matagorda,Solar,,,205.0,,
26INR0289,active,2023-10-25,,,matagorda,Battery,,,201.0,,
26INR0340,active,2023-10-25,,,galveston,Battery,,,404.0,,
26INR0274,active,2023-10-25,,,dallas,Battery,,,206.0,,
25INR0542,active,2023-10-25,,,wharton,Battery,,,101.0,,
25INR0541,active,2023-10-25,,,san patricio,Battery,,,101.0,,
25INR0126,withdrawn,2023-10-25,2023-10-25,,grimes,Solar,,,400.0,,
24INR0636,active,2023-10-30,,,hidalgo,Battery,,,5.0,,
26INR0301,active,2023-10-30,,,howard,Battery,,,206.0,,
25INR0555,active,2023-10-30,,,brazoria,Solar,Battery,,158.0,105.0,
26INR0283,active,2023-11-14,,,lee,Battery,,,154.0,,
26INR0349,active,2023-11-14,,,collin,Battery,,,206.0,,
26INR0343,active,2023-11-14,,,harris,Battery,,,201.0,,
26INR0354,active,2023-11-14,,,jack,Battery,,,208.0,,
26INR0317,active,2023-11-14,,,harris,Battery,,,101.0,,
26INR0312,active,2023-11-14,,,maverick,Battery,,,153.0,,
24INR0629,active,2023-11-14,,,scurry,Battery,,,0.0,,
26INR0279,active,2023-11-14,,,ector,Solar,Battery,,100.0,100.0,
26INR0321,active,2023-11-14,,,brazoria,Battery,,,151.0,,
27INR0095,active,2023-11-14,,,brazoria,Gas,,,301.0,,
27INR0102,active,2023-11-14,,,wharton,Battery,,,208.0,,
26INR0255,active,2023-11-14,,,concho,Solar,,,602.0,,
27INR0096,active,2023-11-14,,,brazoria,Battery,,,301.0,,
25INR0543,active,2023-11-14,,,brazoria,Battery,,,101.0,,
26INR0327,active,2023-11-30,,,throckmorton,Battery,,,123.0,,
26INR0295,active,2023-11-30,,,archer,Battery,,,27.0,,
26INR0296,active,2023-11-30,,,pecos,Battery,,,18.0,,
26INR0326,active,2023-11-30,,,throckmorton,Battery,,,256.0,,
26INR0316,active,2023-11-30,,,throckmorton,Battery,,,256.0,,
